clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
kamar kotor . [ [A] [O] [S],lokasi strategis . [ [A] [O] [S],[A] kamar [O] kotor [S] negative,[A] lokasi [O] strategis [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]","[[508, 32, 60, 40283, 10215, 508, 46, 60, 5275, 285, 508, 50, 60, 6785]]"
kamar kotor . [ [A] [S] [O],lokasi strategis . [ [A] [S] [O],[A] kamar [S] negative [O] kotor,[A] lokasi [S] positive [O] strategis,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 595, 9887]]","[[508, 32, 60, 40283, 10215, 508, 50, 60, 6785, 508, 46, 60, 5275, 285]]"
kamar kotor . [ [S] [A] [O],lokasi strategis . [ [S] [A] [O],[S] negative [A] kamar [O] kotor,[S] positive [A] lokasi [O] strategis,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 595, 9887]]","[[508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 508, 46, 60, 5275, 285]]"
kamar kotor . [ [O] [A] [S],lokasi strategis . [ [O] [A] [S],[O] kotor [A] kamar [S] negative,[O] strategis [A] lokasi [S] positive,"[[508, 46, 60, 595, 9887, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 5275, 285, 508, 32, 60, 40283, 10215, 508, 50, 60, 6785]]"
kamar kotor . [ [O] [S] [A],lokasi strategis . [ [O] [S] [A],[O] kotor [S] negative [A] kamar,[O] strategis [S] positive [A] lokasi,"[[508, 46, 60, 595, 9887, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 5275, 285, 508, 50, 60, 6785, 508, 32, 60, 40283, 10215]]"
"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [A] [O] [S]","kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [A] [O] [S]",[A] tempat [O] enak [S] positive,[A] kamar [O] pengap [S] negative,"[[508, 32, 60, 2730, 266, 508, 46, 60, 662, 585, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 15554, 508, 46, 60, 36686, 391, 508, 50, 60, 8225]]"
"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [A] [S] [O]","kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [A] [S] [O]",[A] tempat [S] positive [O] enak,[A] kamar [S] negative [O] pengap,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 662, 585]]","[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 36686, 391]]"
"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [S] [A] [O]","kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [S] [A] [O]",[S] positive [A] tempat [O] enak,[S] negative [A] kamar [O] pengap,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 662, 585]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 36686, 391]]"
"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [O] [A] [S]","kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [O] [A] [S]",[O] enak [A] tempat [S] positive,[O] pengap [A] kamar [S] negative,"[[508, 46, 60, 662, 585, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 36686, 391, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]"
"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [O] [S] [A]","kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar . [ [O] [S] [A]",[O] enak [S] positive [A] tempat,[O] pengap [S] negative [A] kamar,"[[508, 46, 60, 662, 585, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 36686, 391, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]"
penjaganya kurang ramah . [ [A] [O] [S],kebersihan hotel sangat terjaga . [ [A] [O] [S],[A] penjaganya [O] kurang ramah [S] negative,[A] kebersihan hotel [O] sangat terjaga [S] positive,"[[508, 32, 60, 5750, 73, 351, 24074, 508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225]]","[[508, 32, 60, 1962, 1902, 56888, 9500, 508, 46, 60, 70464, 1982, 73, 12466, 508, 50, 60, 6785]]"
penjaganya kurang ramah . [ [A] [S] [O],kebersihan hotel sangat terjaga . [ [A] [S] [O],[A] penjaganya [S] negative [O] kurang ramah,[A] kebersihan hotel [S] positive [O] sangat terjaga,"[[508, 32, 60, 5750, 73, 351, 24074, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 32, 60, 1962, 1902, 56888, 9500, 508, 50, 60, 6785, 508, 46, 60, 70464, 1982, 73, 12466]]"
penjaganya kurang ramah . [ [S] [A] [O],kebersihan hotel sangat terjaga . [ [S] [A] [O],[S] negative [A] penjaganya [O] kurang ramah,[S] positive [A] kebersihan hotel [O] sangat terjaga,"[[508, 50, 60, 8225, 508, 32, 60, 5750, 73, 351, 24074, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 50, 60, 6785, 508, 32, 60, 1962, 1902, 56888, 9500, 508, 46, 60, 70464, 1982, 73, 12466]]"
penjaganya kurang ramah . [ [O] [A] [S],kebersihan hotel sangat terjaga . [ [O] [A] [S],[O] kurang ramah [A] penjaganya [S] negative,[O] sangat terjaga [A] kebersihan hotel [S] positive,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 32, 60, 5750, 73, 351, 24074, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 1982, 73, 12466, 508, 32, 60, 1962, 1902, 56888, 9500, 508, 50, 60, 6785]]"
penjaganya kurang ramah . [ [O] [S] [A],kebersihan hotel sangat terjaga . [ [O] [S] [A],[O] kurang ramah [S] negative [A] penjaganya,[O] sangat terjaga [S] positive [A] kebersihan hotel,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225, 508, 32, 60, 5750, 73, 351, 24074]]","[[508, 46, 60, 70464, 1982, 73, 12466, 508, 50, 60, 6785, 508, 32, 60, 1962, 1902, 56888, 9500]]"
menu breakfast kurang lengkap . [ [A] [O] [S],lokasi cukup strategis . [ [A] [O] [S],[A] menu breakfast [O] kurang lengkap [S] negative,[A] lokasi [O] cukup strategis [S] positive,"[[508, 32, 60, 5022, 17496, 508, 46, 60, 27265, 524, 47794, 38834, 508, 50, 60, 8225]]","[[508, 32, 60, 40283, 10215, 508, 46, 60, 92743, 454, 5275, 285, 508, 50, 60, 6785]]"
menu breakfast kurang lengkap . [ [A] [S] [O],lokasi cukup strategis . [ [A] [S] [O],[A] menu breakfast [S] negative [O] kurang lengkap,[A] lokasi [S] positive [O] cukup strategis,"[[508, 32, 60, 5022, 17496, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 47794, 38834]]","[[508, 32, 60, 40283, 10215, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 5275, 285]]"
menu breakfast kurang lengkap . [ [S] [A] [O],lokasi cukup strategis . [ [S] [A] [O],[S] negative [A] menu breakfast [O] kurang lengkap,[S] positive [A] lokasi [O] cukup strategis,"[[508, 50, 60, 8225, 508, 32, 60, 5022, 17496, 508, 46, 60, 27265, 524, 47794, 38834]]","[[508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 508, 46, 60, 92743, 454, 5275, 285]]"
menu breakfast kurang lengkap . [ [O] [A] [S],lokasi cukup strategis . [ [O] [A] [S],[O] kurang lengkap [A] menu breakfast [S] negative,[O] cukup strategis [A] lokasi [S] positive,"[[508, 46, 60, 27265, 524, 47794, 38834, 508, 32, 60, 5022, 17496, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 5275, 285, 508, 32, 60, 40283, 10215, 508, 50, 60, 6785]]"
menu breakfast kurang lengkap . [ [O] [S] [A],lokasi cukup strategis . [ [O] [S] [A],[O] kurang lengkap [S] negative [A] menu breakfast,[O] cukup strategis [S] positive [A] lokasi,"[[508, 46, 60, 27265, 524, 47794, 38834, 508, 50, 60, 8225, 508, 32, 60, 5022, 17496]]","[[508, 46, 60, 92743, 454, 5275, 285, 508, 50, 60, 6785, 508, 32, 60, 40283, 10215]]"
lampu kamar kurang terang . [ [A] [O] [S],kasur kamar selalu tersedia . [ [A] [O] [S],[A] lampu kamar [O] kurang terang [S] negative,[A] kasur kamar [O] selalu tersedia [S] positive,"[[508, 32, 60, 27962, 84, 595, 15554, 508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225]]","[[508, 32, 60, 47656, 324, 595, 15554, 508, 46, 60, 11806, 36986, 87630, 4495, 508, 50, 60, 6785]]"
lampu kamar kurang terang . [ [A] [S] [O],kasur kamar selalu tersedia . [ [A] [S] [O],[A] lampu kamar [S] negative [O] kurang terang,[A] kasur kamar [S] positive [O] selalu tersedia,"[[508, 32, 60, 27962, 84, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 32, 60, 47656, 324, 595, 15554, 508, 50, 60, 6785, 508, 46, 60, 11806, 36986, 87630, 4495]]"
lampu kamar kurang terang . [ [S] [A] [O],kasur kamar selalu tersedia . [ [S] [A] [O],[S] negative [A] lampu kamar [O] kurang terang,[S] positive [A] kasur kamar [O] selalu tersedia,"[[508, 50, 60, 8225, 508, 32, 60, 27962, 84, 595, 15554, 508, 46, 60, 27265, 524, 1982, 524]]","[[508, 50, 60, 6785, 508, 32, 60, 47656, 324, 595, 15554, 508, 46, 60, 11806, 36986, 87630, 4495]]"
lampu kamar kurang terang . [ [O] [A] [S],kasur kamar selalu tersedia . [ [O] [A] [S],[O] kurang terang [A] lampu kamar [S] negative,[O] selalu tersedia [A] kasur kamar [S] positive,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 32, 60, 27962, 84, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 11806, 36986, 87630, 4495, 508, 32, 60, 47656, 324, 595, 15554, 508, 50, 60, 6785]]"
lampu kamar kurang terang . [ [O] [S] [A],kasur kamar selalu tersedia . [ [O] [S] [A],[O] kurang terang [S] negative [A] lampu kamar,[O] selalu tersedia [S] positive [A] kasur kamar,"[[508, 46, 60, 27265, 524, 1982, 524, 508, 50, 60, 8225, 508, 32, 60, 27962, 84, 595, 15554]]","[[508, 46, 60, 11806, 36986, 87630, 4495, 508, 50, 60, 6785, 508, 32, 60, 47656, 324, 595, 15554]]"
wifi tidak hidup nya . [ [A] [O] [S],ac sangat dingin nya . [ [A] [O] [S],[A] wifi [O] tidak hidup [S] negative,[A] ac [O] sangat dingin [S] positive,"[[508, 32, 60, 33417, 508, 46, 60, 27281, 30794, 454, 508, 50, 60, 8225]]","[[508, 32, 60, 1613, 508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785]]"
wifi tidak hidup nya . [ [A] [S] [O],ac sangat dingin nya . [ [A] [S] [O],[A] wifi [S] negative [O] tidak hidup,[A] ac [S] positive [O] sangat dingin,"[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 27281, 30794, 454]]","[[508, 32, 60, 1613, 508, 50, 60, 6785, 508, 46, 60, 70464, 66442, 258]]"
wifi tidak hidup nya . [ [S] [A] [O],ac sangat dingin nya . [ [S] [A] [O],[S] negative [A] wifi [O] tidak hidup,[S] positive [A] ac [O] sangat dingin,"[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 27281, 30794, 454]]","[[508, 50, 60, 6785, 508, 32, 60, 1613, 508, 46, 60, 70464, 66442, 258]]"
wifi tidak hidup nya . [ [O] [A] [S],ac sangat dingin nya . [ [O] [A] [S],[O] tidak hidup [A] wifi [S] negative,[O] sangat dingin [A] ac [S] positive,"[[508, 46, 60, 27281, 30794, 454, 508, 32, 60, 33417, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 6785]]"
wifi tidak hidup nya . [ [O] [S] [A],ac sangat dingin nya . [ [O] [S] [A],[O] tidak hidup [S] negative [A] wifi,[O] sangat dingin [S] positive [A] ac,"[[508, 46, 60, 27281, 30794, 454, 508, 50, 60, 8225, 508, 32, 60, 33417]]","[[508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 1613]]"
lokasi oke . dekat dengan pusat kota . [ [A] [O] [S],parkiran sempit . dekat dengan pusat kota . [ [A] [O] [S],[A] lokasi [O] oke [S] positive,[A] parkiran [O] sempit [S] negative,"[[508, 32, 60, 40283, 10215, 508, 46, 60, 297, 440, 508, 50, 60, 6785]]","[[508, 32, 60, 6118, 54690, 508, 46, 60, 74597, 275, 508, 50, 60, 8225]]"
lokasi oke . dekat dengan pusat kota . [ [A] [S] [O],parkiran sempit . dekat dengan pusat kota . [ [A] [S] [O],[A] lokasi [S] positive [O] oke,[A] parkiran [S] negative [O] sempit,"[[508, 32, 60, 40283, 10215, 508, 50, 60, 6785, 508, 46, 60, 297, 440]]","[[508, 32, 60, 6118, 54690, 508, 50, 60, 8225, 508, 46, 60, 74597, 275]]"
lokasi oke . dekat dengan pusat kota . [ [S] [A] [O],parkiran sempit . dekat dengan pusat kota . [ [S] [A] [O],[S] positive [A] lokasi [O] oke,[S] negative [A] parkiran [O] sempit,"[[508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 508, 46, 60, 297, 440]]","[[508, 50, 60, 8225, 508, 32, 60, 6118, 54690, 508, 46, 60, 74597, 275]]"
lokasi oke . dekat dengan pusat kota . [ [O] [A] [S],parkiran sempit . dekat dengan pusat kota . [ [O] [A] [S],[O] oke [A] lokasi [S] positive,[O] sempit [A] parkiran [S] negative,"[[508, 46, 60, 297, 440, 508, 32, 60, 40283, 10215, 508, 50, 60, 6785]]","[[508, 46, 60, 74597, 275, 508, 32, 60, 6118, 54690, 508, 50, 60, 8225]]"
lokasi oke . dekat dengan pusat kota . [ [O] [S] [A],parkiran sempit . dekat dengan pusat kota . [ [O] [S] [A],[O] oke [S] positive [A] lokasi,[O] sempit [S] negative [A] parkiran,"[[508, 46, 60, 297, 440, 508, 50, 60, 6785, 508, 32, 60, 40283, 10215]]","[[508, 46, 60, 74597, 275, 508, 50, 60, 8225, 508, 32, 60, 6118, 54690]]"
kamarnya kecil banget . [ [A] [O] [S],suasana nya cukup tenang . [ [A] [O] [S],[A] kamarnya [O] kecil banget [S] negative,[A] suasana nya [O] cukup tenang [S] positive,"[[508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 1962, 81023, 8943, 455, 508, 50, 60, 8225]]","[[508, 32, 60, 52097, 3362, 75189, 508, 46, 60, 92743, 454, 5779, 524, 508, 50, 60, 6785]]"
kamarnya kecil banget . [ [A] [S] [O],suasana nya cukup tenang . [ [A] [S] [O],[A] kamarnya [S] negative [O] kecil banget,[A] suasana nya [S] positive [O] cukup tenang,"[[508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225, 508, 46, 60, 1962, 81023, 8943, 455]]","[[508, 32, 60, 52097, 3362, 75189, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 5779, 524]]"
kamarnya kecil banget . [ [S] [A] [O],suasana nya cukup tenang . [ [S] [A] [O],[S] negative [A] kamarnya [O] kecil banget,[S] positive [A] suasana nya [O] cukup tenang,"[[508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 1962, 81023, 8943, 455]]","[[508, 50, 60, 6785, 508, 32, 60, 52097, 3362, 75189, 508, 46, 60, 92743, 454, 5779, 524]]"
kamarnya kecil banget . [ [O] [A] [S],suasana nya cukup tenang . [ [O] [A] [S],[O] kecil banget [A] kamarnya [S] negative,[O] cukup tenang [A] suasana nya [S] positive,"[[508, 46, 60, 1962, 81023, 8943, 455, 508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 5779, 524, 508, 32, 60, 52097, 3362, 75189, 508, 50, 60, 6785]]"
kamarnya kecil banget . [ [O] [S] [A],suasana nya cukup tenang . [ [O] [S] [A],[O] kecil banget [S] negative [A] kamarnya,[O] cukup tenang [S] positive [A] suasana nya,"[[508, 46, 60, 1962, 81023, 8943, 455, 508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755]]","[[508, 46, 60, 92743, 454, 5779, 524, 508, 50, 60, 6785, 508, 32, 60, 52097, 3362, 75189]]"
"tempat yang nyaman , dekat sekali dengan masjid . [ [A] [O] [S]","kamar yang bau , dekat sekali dengan masjid . [ [A] [O] [S]",[A] tempat [O] nyaman [S] positive,[A] kamar [O] bau [S] negative,"[[508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 15554, 508, 46, 60, 293, 2863, 508, 50, 60, 8225]]"
"tempat yang nyaman , dekat sekali dengan masjid . [ [A] [S] [O]","kamar yang bau , dekat sekali dengan masjid . [ [A] [S] [O]",[A] tempat [S] positive [O] nyaman,[A] kamar [S] negative [O] bau,"[[508, 32, 60, 2730, 266, 508, 50, 60, 6785, 508, 46, 60, 19004, 12715]]","[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 293, 2863]]"
"tempat yang nyaman , dekat sekali dengan masjid . [ [S] [A] [O]","kamar yang bau , dekat sekali dengan masjid . [ [S] [A] [O]",[S] positive [A] tempat [O] nyaman,[S] negative [A] kamar [O] bau,"[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 508, 46, 60, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 293, 2863]]"
"tempat yang nyaman , dekat sekali dengan masjid . [ [O] [A] [S]","kamar yang bau , dekat sekali dengan masjid . [ [O] [A] [S]",[O] nyaman [A] tempat [S] positive,[O] bau [A] kamar [S] negative,"[[508, 46, 60, 19004, 12715, 508, 32, 60, 2730, 266, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 2863, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]"
"tempat yang nyaman , dekat sekali dengan masjid . [ [O] [S] [A]","kamar yang bau , dekat sekali dengan masjid . [ [O] [S] [A]",[O] nyaman [S] positive [A] tempat,[O] bau [S] negative [A] kamar,"[[508, 46, 60, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 2730, 266]]","[[508, 46, 60, 293, 2863, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]"
untuk inap yang kemarin tempat tidur kurang bersih . [ [A] [O] [S],untuk inap yang kemarin kamar mandi cukup bersih . [ [A] [O] [S],[A] tempat tidur [O] kurang bersih [S] negative,[A] kamar mandi [O] cukup bersih [S] positive,"[[508, 32, 60, 2730, 266, 13112, 324, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 92743, 454, 58554, 6996, 508, 50, 60, 6785]]"
untuk inap yang kemarin tempat tidur kurang bersih . [ [A] [S] [O],untuk inap yang kemarin kamar mandi cukup bersih . [ [A] [S] [O],[A] tempat tidur [S] negative [O] kurang bersih,[A] kamar mandi [S] positive [O] cukup bersih,"[[508, 32, 60, 2730, 266, 13112, 324, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 58554, 6996]]"
untuk inap yang kemarin tempat tidur kurang bersih . [ [S] [A] [O],untuk inap yang kemarin kamar mandi cukup bersih . [ [S] [A] [O],[S] negative [A] tempat tidur [O] kurang bersih,[S] positive [A] kamar mandi [O] cukup bersih,"[[508, 50, 60, 8225, 508, 32, 60, 2730, 266, 13112, 324, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 92743, 454, 58554, 6996]]"
untuk inap yang kemarin tempat tidur kurang bersih . [ [O] [A] [S],untuk inap yang kemarin kamar mandi cukup bersih . [ [O] [A] [S],[O] kurang bersih [A] tempat tidur [S] negative,[O] cukup bersih [A] kamar mandi [S] positive,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 32, 60, 2730, 266, 13112, 324, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 58554, 6996, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 6785]]"
untuk inap yang kemarin tempat tidur kurang bersih . [ [O] [S] [A],untuk inap yang kemarin kamar mandi cukup bersih . [ [O] [S] [A],[O] kurang bersih [S] negative [A] tempat tidur,[O] cukup bersih [S] positive [A] kamar mandi,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 2730, 266, 13112, 324]]","[[508, 46, 60, 92743, 454, 58554, 6996, 508, 50, 60, 6785, 508, 32, 60, 595, 15554, 11576, 72]]"
wifi kurang baik . [ [A] [O] [S],ac sangat dingin . [ [A] [O] [S],[A] wifi [O] kurang baik [S] negative,[A] ac [O] sangat dingin [S] positive,"[[508, 32, 60, 33417, 508, 46, 60, 27265, 524, 79187, 508, 50, 60, 8225]]","[[508, 32, 60, 1613, 508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785]]"
wifi kurang baik . [ [A] [S] [O],ac sangat dingin . [ [A] [S] [O],[A] wifi [S] negative [O] kurang baik,[A] ac [S] positive [O] sangat dingin,"[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 79187]]","[[508, 32, 60, 1613, 508, 50, 60, 6785, 508, 46, 60, 70464, 66442, 258]]"
wifi kurang baik . [ [S] [A] [O],ac sangat dingin . [ [S] [A] [O],[S] negative [A] wifi [O] kurang baik,[S] positive [A] ac [O] sangat dingin,"[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 27265, 524, 79187]]","[[508, 50, 60, 6785, 508, 32, 60, 1613, 508, 46, 60, 70464, 66442, 258]]"
wifi kurang baik . [ [O] [A] [S],ac sangat dingin . [ [O] [A] [S],[O] kurang baik [A] wifi [S] negative,[O] sangat dingin [A] ac [S] positive,"[[508, 46, 60, 27265, 524, 79187, 508, 32, 60, 33417, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 66442, 258, 508, 32, 60, 1613, 508, 50, 60, 6785]]"
wifi kurang baik . [ [O] [S] [A],ac sangat dingin . [ [O] [S] [A],[O] kurang baik [S] negative [A] wifi,[O] sangat dingin [S] positive [A] ac,"[[508, 46, 60, 27265, 524, 79187, 508, 50, 60, 8225, 508, 32, 60, 33417]]","[[508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 1613]]"
tempat tdr kurang nyaman . [ [A] [O] [S],sarapan pagi sangat lezat . [ [A] [O] [S],[A] tempat tdr [O] kurang nyaman [S] negative,[A] sarapan pagi [O] sangat lezat [S] positive,"[[508, 32, 60, 2730, 266, 259, 3612, 508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225]]","[[508, 32, 60, 28047, 5359, 14774, 72, 508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785]]"
tempat tdr kurang nyaman . [ [A] [S] [O],sarapan pagi sangat lezat . [ [A] [S] [O],[A] tempat tdr [S] negative [O] kurang nyaman,[A] sarapan pagi [S] positive [O] sangat lezat,"[[508, 32, 60, 2730, 266, 259, 3612, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 32, 60, 28047, 5359, 14774, 72, 508, 50, 60, 6785, 508, 46, 60, 70464, 512, 89, 266]]"
tempat tdr kurang nyaman . [ [S] [A] [O],sarapan pagi sangat lezat . [ [S] [A] [O],[S] negative [A] tempat tdr [O] kurang nyaman,[S] positive [A] sarapan pagi [O] sangat lezat,"[[508, 50, 60, 8225, 508, 32, 60, 2730, 266, 259, 3612, 508, 46, 60, 27265, 524, 19004, 12715]]","[[508, 50, 60, 6785, 508, 32, 60, 28047, 5359, 14774, 72, 508, 46, 60, 70464, 512, 89, 266]]"
tempat tdr kurang nyaman . [ [O] [A] [S],sarapan pagi sangat lezat . [ [O] [A] [S],[O] kurang nyaman [A] tempat tdr [S] negative,[O] sangat lezat [A] sarapan pagi [S] positive,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 32, 60, 2730, 266, 259, 3612, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 32, 60, 28047, 5359, 14774, 72, 508, 50, 60, 6785]]"
tempat tdr kurang nyaman . [ [O] [S] [A],sarapan pagi sangat lezat . [ [O] [S] [A],[O] kurang nyaman [S] negative [A] tempat tdr,[O] sangat lezat [S] positive [A] sarapan pagi,"[[508, 46, 60, 27265, 524, 19004, 12715, 508, 50, 60, 8225, 508, 32, 60, 2730, 266, 259, 3612]]","[[508, 46, 60, 70464, 512, 89, 266, 508, 50, 60, 6785, 508, 32, 60, 28047, 5359, 14774, 72]]"
pelayanan bagus . terimakasih airy ! [ [A] [O] [S],makanan buruk . terimakasih airy ! [ [A] [O] [S],[A] pelayanan [O] bagus [S] positive,[A] makanan [O] buruk [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 296, 19262, 276, 508, 46, 60, 7795, 3101, 508, 50, 60, 8225]]"
pelayanan bagus . terimakasih airy ! [ [A] [S] [O],makanan buruk . terimakasih airy ! [ [A] [S] [O],[A] pelayanan [S] positive [O] bagus,[A] makanan [S] negative [O] buruk,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 296, 19262, 276, 508, 50, 60, 8225, 508, 46, 60, 7795, 3101]]"
pelayanan bagus . terimakasih airy ! [ [S] [A] [O],makanan buruk . terimakasih airy ! [ [S] [A] [O],[S] positive [A] pelayanan [O] bagus,[S] negative [A] makanan [O] buruk,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 296, 19262, 276, 508, 46, 60, 7795, 3101]]"
pelayanan bagus . terimakasih airy ! [ [O] [A] [S],makanan buruk . terimakasih airy ! [ [O] [A] [S],[O] bagus [A] pelayanan [S] positive,[O] buruk [A] makanan [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 7795, 3101, 508, 32, 60, 296, 19262, 276, 508, 50, 60, 8225]]"
pelayanan bagus . terimakasih airy ! [ [O] [S] [A],makanan buruk . terimakasih airy ! [ [O] [S] [A],[O] bagus [S] positive [A] pelayanan,[O] buruk [S] negative [A] makanan,"[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 7795, 3101, 508, 50, 60, 8225, 508, 32, 60, 296, 19262, 276]]"
kamar sempit banget . [ [A] [O] [S],parkiran luas sekali . [ [A] [O] [S],[A] kamar [O] sempit banget [S] negative,[A] parkiran [O] luas sekali [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 74597, 275, 8943, 455, 508, 50, 60, 8225]]","[[508, 32, 60, 6118, 54690, 508, 46, 60, 24743, 300, 43834, 7956, 508, 50, 60, 6785]]"
kamar sempit banget . [ [A] [S] [O],parkiran luas sekali . [ [A] [S] [O],[A] kamar [S] negative [O] sempit banget,[A] parkiran [S] positive [O] luas sekali,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 74597, 275, 8943, 455]]","[[508, 32, 60, 6118, 54690, 508, 50, 60, 6785, 508, 46, 60, 24743, 300, 43834, 7956]]"
