order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
OAS,"ngeunah tempatna , deukeut masjid , tinggal leumpang lamun rék solat . tuluy nu pasti , 7 garansi kapuasan kacumponan .","[('tempatna', 'ngeunah', 'positive')]",[O] ngeunah [A] tempatna [S] positive,"ngeupeul jelemana , deukeut masjid , tinggal leumpang lamun rék solat . tuluy nu pasti , 7 garansi kapuasan kacumponan .","[('jelemana', 'ngeupeul', 'negative')]",[O] ngeupeul [A] jelemana [S] negative,True
OSA,"ngeunah tempatna , deukeut masjid , tinggal leumpang lamun rék solat . tuluy nu pasti , 7 garansi kapuasan kacumponan .","[('tempatna', 'ngeunah', 'positive')]",[O] ngeunah [S] positive [A] tempatna,"ngeupeul jelemana , deukeut masjid , tinggal leumpang lamun rék solat . tuluy nu pasti , 7 garansi kapuasan kacumponan .","[('jelemana', 'ngeupeul', 'negative')]",[O] ngeupeul [S] negative [A] jelemana,True
AOS,kamarna kotor .,"[('kamarna', 'kotor', 'negative')]",[A] kamarna [O] kotor [S] negative,daharna saé .,"[('daharna', 'saé', 'positive')]",[A] daharna [O] saé [S] positive,True
ASO,kamarna kotor .,"[('kamarna', 'kotor', 'negative')]",[A] kamarna [S] negative [O] kotor,daharna saé .,"[('daharna', 'saé', 'positive')]",[A] daharna [S] positive [O] saé,True
SAO,kamarna kotor .,"[('kamarna', 'kotor', 'negative')]",[S] negative [A] kamarna [O] kotor,daharna saé .,"[('daharna', 'saé', 'positive')]",[S] positive [A] daharna [O] saé,True
OAS,kamarna kotor .,"[('kamarna', 'kotor', 'negative')]",[O] kotor [A] kamarna [S] negative,daharna saé .,"[('daharna', 'saé', 'positive')]",[O] saé [A] daharna [S] positive,True
OSA,kamarna kotor .,"[('kamarna', 'kotor', 'negative')]",[O] kotor [S] negative [A] kamarna,daharna saé .,"[('daharna', 'saé', 'positive')]",[O] saé [S] positive [A] daharna,True
AOS,"lokasina alus , deukeut stasion mangga besar .","[('lokasina', 'alus', 'positive')]",[A] lokasina [O] alus [S] positive,"payungna butut , deukeut stasion mangga besar .","[('payungna', 'butut', 'negative')]",[A] payungna [O] butut [S] negative,True
ASO,"lokasina alus , deukeut stasion mangga besar .","[('lokasina', 'alus', 'positive')]",[A] lokasina [S] positive [O] alus,"payungna butut , deukeut stasion mangga besar .","[('payungna', 'butut', 'negative')]",[A] payungna [S] negative [O] butut,True
SAO,"lokasina alus , deukeut stasion mangga besar .","[('lokasina', 'alus', 'positive')]",[S] positive [A] lokasina [O] alus,"payungna butut , deukeut stasion mangga besar .","[('payungna', 'butut', 'negative')]",[S] negative [A] payungna [O] butut,True
OAS,"lokasina alus , deukeut stasion mangga besar .","[('lokasina', 'alus', 'positive')]",[O] alus [A] lokasina [S] positive,"payungna butut , deukeut stasion mangga besar .","[('payungna', 'butut', 'negative')]",[O] butut [A] payungna [S] negative,True
OSA,"lokasina alus , deukeut stasion mangga besar .","[('lokasina', 'alus', 'positive')]",[O] alus [S] positive [A] lokasina,"payungna butut , deukeut stasion mangga besar .","[('payungna', 'butut', 'negative')]",[O] butut [S] negative [A] payungna,True
AOS,"ieu tempat ngeunah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('tempat', 'ngeunah', 'positive')]",[A] tempat [O] ngeunah [S] positive,"ieu batur teu betah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('batur', 'teu betah', 'negative')]",[A] batur [O] teu betah [S] negative,True
ASO,"ieu tempat ngeunah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('tempat', 'ngeunah', 'positive')]",[A] tempat [S] positive [O] ngeunah,"ieu batur teu betah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('batur', 'teu betah', 'negative')]",[A] batur [S] negative [O] teu betah,True
SAO,"ieu tempat ngeunah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('tempat', 'ngeunah', 'positive')]",[S] positive [A] tempat [O] ngeunah,"ieu batur teu betah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('batur', 'teu betah', 'negative')]",[S] negative [A] batur [O] teu betah,True
OAS,"ieu tempat ngeunah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('tempat', 'ngeunah', 'positive')]",[O] ngeunah [A] tempat [S] positive,"ieu batur teu betah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('batur', 'teu betah', 'negative')]",[O] teu betah [A] batur [S] negative,True
OSA,"ieu tempat ngeunah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('tempat', 'ngeunah', 'positive')]",[O] ngeunah [S] positive [A] tempat,"ieu batur teu betah keur persinggahan . deukeut ka bandara , bisa mesen dianterkeun .","[('batur', 'teu betah', 'negative')]",[O] teu betah [S] negative [A] batur,True
AOS,palayanan mah alus salila 24 jam .,"[('palayanan', 'alus', 'positive')]",[A] palayanan [O] alus [S] positive,lapang bal mah goreng salila 24 jam .,"[('lapang bal', 'goreng', 'negative')]",[A] lapang bal [O] goreng [S] negative,True
ASO,palayanan mah alus salila 24 jam .,"[('palayanan', 'alus', 'positive')]",[A] palayanan [S] positive [O] alus,lapang bal mah goreng salila 24 jam .,"[('lapang bal', 'goreng', 'negative')]",[A] lapang bal [S] negative [O] goreng,True
SAO,palayanan mah alus salila 24 jam .,"[('palayanan', 'alus', 'positive')]",[S] positive [A] palayanan [O] alus,lapang bal mah goreng salila 24 jam .,"[('lapang bal', 'goreng', 'negative')]",[S] negative [A] lapang bal [O] goreng,True
OAS,palayanan mah alus salila 24 jam .,"[('palayanan', 'alus', 'positive')]",[O] alus [A] palayanan [S] positive,lapang bal mah goreng salila 24 jam .,"[('lapang bal', 'goreng', 'negative')]",[O] goreng [A] lapang bal [S] negative,True
OSA,palayanan mah alus salila 24 jam .,"[('palayanan', 'alus', 'positive')]",[O] alus [S] positive [A] palayanan,lapang bal mah goreng salila 24 jam .,"[('lapang bal', 'goreng', 'negative')]",[O] goreng [S] negative [A] lapang bal,True
AOS,kasurna teuas : ( .,"[('kasurna', 'teuas', 'negative')]",[A] kasurna [O] teuas [S] negative,bukuna rujit : ( .,"[('bukuna', 'rujit', 'negative')]",[A] bukuna [O] rujit [S] negative,True
ASO,kasurna teuas : ( .,"[('kasurna', 'teuas', 'negative')]",[A] kasurna [S] negative [O] teuas,bukuna rujit : ( .,"[('bukuna', 'rujit', 'negative')]",[A] bukuna [S] negative [O] rujit,True
SAO,kasurna teuas : ( .,"[('kasurna', 'teuas', 'negative')]",[S] negative [A] kasurna [O] teuas,bukuna rujit : ( .,"[('bukuna', 'rujit', 'negative')]",[S] negative [A] bukuna [O] rujit,True
OAS,kasurna teuas : ( .,"[('kasurna', 'teuas', 'negative')]",[O] teuas [A] kasurna [S] negative,bukuna rujit : ( .,"[('bukuna', 'rujit', 'negative')]",[O] rujit [A] bukuna [S] negative,True
OSA,kasurna teuas : ( .,"[('kasurna', 'teuas', 'negative')]",[O] teuas [S] negative [A] kasurna,bukuna rujit : ( .,"[('bukuna', 'rujit', 'negative')]",[O] rujit [S] negative [A] bukuna,True
AOS,nu ngajagana kurang ramah .,"[('nu ngajagana', 'kurang ramah', 'negative')]",[A] nu ngajagana [O] kurang ramah [S] negative,nu mésérna sopan pisan .,"[('nu mésérna', 'sopan pisan', 'positive')]",[A] nu mésérna [O] sopan pisan [S] positive,True
ASO,nu ngajagana kurang ramah .,"[('nu ngajagana', 'kurang ramah', 'negative')]",[A] nu ngajagana [S] negative [O] kurang ramah,nu mésérna sopan pisan .,"[('nu mésérna', 'sopan pisan', 'positive')]",[A] nu mésérna [S] positive [O] sopan pisan,True
SAO,nu ngajagana kurang ramah .,"[('nu ngajagana', 'kurang ramah', 'negative')]",[S] negative [A] nu ngajagana [O] kurang ramah,nu mésérna sopan pisan .,"[('nu mésérna', 'sopan pisan', 'positive')]",[S] positive [A] nu mésérna [O] sopan pisan,True
OAS,nu ngajagana kurang ramah .,"[('nu ngajagana', 'kurang ramah', 'negative')]",[O] kurang ramah [A] nu ngajagana [S] negative,nu mésérna sopan pisan .,"[('nu mésérna', 'sopan pisan', 'positive')]",[O] sopan pisan [A] nu mésérna [S] positive,True
OSA,nu ngajagana kurang ramah .,"[('nu ngajagana', 'kurang ramah', 'negative')]",[O] kurang ramah [S] negative [A] nu ngajagana,nu mésérna sopan pisan .,"[('nu mésérna', 'sopan pisan', 'positive')]",[O] sopan pisan [S] positive [A] nu mésérna,True
AOS,ménu sarapan téh kurang lengkep .,"[('ménu sarapan', 'kurang lengkep', 'negative')]",[A] ménu sarapan [O] kurang lengkep [S] negative,palayanan na téh lengkep pisan .,"[('palayanan na', 'lengkep pisan', 'positive')]",[A] palayanan na [O] lengkep pisan [S] positive,True
ASO,ménu sarapan téh kurang lengkep .,"[('ménu sarapan', 'kurang lengkep', 'negative')]",[A] ménu sarapan [S] negative [O] kurang lengkep,palayanan na téh lengkep pisan .,"[('palayanan na', 'lengkep pisan', 'positive')]",[A] palayanan na [S] positive [O] lengkep pisan,True
SAO,ménu sarapan téh kurang lengkep .,"[('ménu sarapan', 'kurang lengkep', 'negative')]",[S] negative [A] ménu sarapan [O] kurang lengkep,palayanan na téh lengkep pisan .,"[('palayanan na', 'lengkep pisan', 'positive')]",[S] positive [A] palayanan na [O] lengkep pisan,True
OAS,ménu sarapan téh kurang lengkep .,"[('ménu sarapan', 'kurang lengkep', 'negative')]",[O] kurang lengkep [A] ménu sarapan [S] negative,palayanan na téh lengkep pisan .,"[('palayanan na', 'lengkep pisan', 'positive')]",[O] lengkep pisan [A] palayanan na [S] positive,True
OSA,ménu sarapan téh kurang lengkep .,"[('ménu sarapan', 'kurang lengkep', 'negative')]",[O] kurang lengkep [S] negative [A] ménu sarapan,palayanan na téh lengkep pisan .,"[('palayanan na', 'lengkep pisan', 'positive')]",[O] lengkep pisan [S] positive [A] palayanan na,True
AOS,résepsionis kurang ramah .,"[('résepsionis', 'kurang ramah', 'negative')]",[A] résepsionis [O] kurang ramah [S] negative,pagawéanana alus pisan .,"[('pagawéanana', 'alus pisan', 'negative')]",[A] pagawéanana [O] alus pisan [S] negative,True
ASO,résepsionis kurang ramah .,"[('résepsionis', 'kurang ramah', 'negative')]",[A] résepsionis [S] negative [O] kurang ramah,pagawéanana alus pisan .,"[('pagawéanana', 'alus pisan', 'negative')]",[A] pagawéanana [S] negative [O] alus pisan,True
SAO,résepsionis kurang ramah .,"[('résepsionis', 'kurang ramah', 'negative')]",[S] negative [A] résepsionis [O] kurang ramah,pagawéanana alus pisan .,"[('pagawéanana', 'alus pisan', 'negative')]",[S] negative [A] pagawéanana [O] alus pisan,True
OAS,résepsionis kurang ramah .,"[('résepsionis', 'kurang ramah', 'negative')]",[O] kurang ramah [A] résepsionis [S] negative,pagawéanana alus pisan .,"[('pagawéanana', 'alus pisan', 'negative')]",[O] alus pisan [A] pagawéanana [S] negative,True
OSA,résepsionis kurang ramah .,"[('résepsionis', 'kurang ramah', 'negative')]",[O] kurang ramah [S] negative [A] résepsionis,pagawéanana alus pisan .,"[('pagawéanana', 'alus pisan', 'negative')]",[O] alus pisan [S] negative [A] pagawéanana,True
AOS,wifi-na teu hurung euy .,"[('wifi-na', 'teu hurung', 'negative')]",[A] wifi-na [O] teu hurung [S] negative,kaca caang pisan euy .,"[('kaca', 'caang pisan', 'positive')]",[A] kaca [O] caang pisan [S] positive,True
ASO,wifi-na teu hurung euy .,"[('wifi-na', 'teu hurung', 'negative')]",[A] wifi-na [S] negative [O] teu hurung,kaca caang pisan euy .,"[('kaca', 'caang pisan', 'positive')]",[A] kaca [S] positive [O] caang pisan,True
SAO,wifi-na teu hurung euy .,"[('wifi-na', 'teu hurung', 'negative')]",[S] negative [A] wifi-na [O] teu hurung,kaca caang pisan euy .,"[('kaca', 'caang pisan', 'positive')]",[S] positive [A] kaca [O] caang pisan,True
OAS,wifi-na teu hurung euy .,"[('wifi-na', 'teu hurung', 'negative')]",[O] teu hurung [A] wifi-na [S] negative,kaca caang pisan euy .,"[('kaca', 'caang pisan', 'positive')]",[O] caang pisan [A] kaca [S] positive,True
OSA,wifi-na teu hurung euy .,"[('wifi-na', 'teu hurung', 'negative')]",[O] teu hurung [S] negative [A] wifi-na,kaca caang pisan euy .,"[('kaca', 'caang pisan', 'positive')]",[O] caang pisan [S] positive [A] kaca,True
AOS,lokasina oké . deukeut jeung tengah kota .,"[('lokasina', 'oké', 'positive')]",[A] lokasina [O] oké [S] positive,garasina butut . deukeut jeung tengah kota .,"[('garasina', 'butut', 'negative')]",[A] garasina [O] butut [S] negative,True
ASO,lokasina oké . deukeut jeung tengah kota .,"[('lokasina', 'oké', 'positive')]",[A] lokasina [S] positive [O] oké,garasina butut . deukeut jeung tengah kota .,"[('garasina', 'butut', 'negative')]",[A] garasina [S] negative [O] butut,True
SAO,lokasina oké . deukeut jeung tengah kota .,"[('lokasina', 'oké', 'positive')]",[S] positive [A] lokasina [O] oké,garasina butut . deukeut jeung tengah kota .,"[('garasina', 'butut', 'negative')]",[S] negative [A] garasina [O] butut,True
OAS,lokasina oké . deukeut jeung tengah kota .,"[('lokasina', 'oké', 'positive')]",[O] oké [A] lokasina [S] positive,garasina butut . deukeut jeung tengah kota .,"[('garasina', 'butut', 'negative')]",[O] butut [A] garasina [S] negative,True
OSA,lokasina oké . deukeut jeung tengah kota .,"[('lokasina', 'oké', 'positive')]",[O] oké [S] positive [A] lokasina,garasina butut . deukeut jeung tengah kota .,"[('garasina', 'butut', 'negative')]",[O] butut [S] negative [A] garasina,True
AOS,kamarna leutik pisan .,"[('kamarna', 'leutik pisan', 'negative')]",[A] kamarna [O] leutik pisan [S] negative,mobilna lengkep pisan .,"[('motorna', 'lengkep pisan', 'positive')]",[A] motorna [O] lengkep pisan [S] positive,True
ASO,kamarna leutik pisan .,"[('kamarna', 'leutik pisan', 'negative')]",[A] kamarna [S] negative [O] leutik pisan,mobilna lengkep pisan .,"[('motorna', 'lengkep pisan', 'positive')]",[A] motorna [S] positive [O] lengkep pisan,True
SAO,kamarna leutik pisan .,"[('kamarna', 'leutik pisan', 'negative')]",[S] negative [A] kamarna [O] leutik pisan,mobilna lengkep pisan .,"[('motorna', 'lengkep pisan', 'positive')]",[S] positive [A] motorna [O] lengkep pisan,True
OAS,kamarna leutik pisan .,"[('kamarna', 'leutik pisan', 'negative')]",[O] leutik pisan [A] kamarna [S] negative,mobilna lengkep pisan .,"[('motorna', 'lengkep pisan', 'positive')]",[O] lengkep pisan [A] motorna [S] positive,True
OSA,kamarna leutik pisan .,"[('kamarna', 'leutik pisan', 'negative')]",[O] leutik pisan [S] negative [A] kamarna,mobilna lengkep pisan .,"[('motorna', 'lengkep pisan', 'positive')]",[O] lengkep pisan [S] positive [A] motorna,True
AOS,sakabehna mah muaskeun pisan .,"[('sakabehna', 'muaskeun pisan', 'positive')]",[A] sakabehna [O] muaskeun pisan [S] positive,wastafelna mah meuni karotor pisan .,"[('wastafelna', 'meuni karotor pisan', 'negative')]",[A] wastafelna [O] meuni karotor pisan [S] negative,True
ASO,sakabehna mah muaskeun pisan .,"[('sakabehna', 'muaskeun pisan', 'positive')]",[A] sakabehna [S] positive [O] muaskeun pisan,wastafelna mah meuni karotor pisan .,"[('wastafelna', 'meuni karotor pisan', 'negative')]",[A] wastafelna [S] negative [O] meuni karotor pisan,True
SAO,sakabehna mah muaskeun pisan .,"[('sakabehna', 'muaskeun pisan', 'positive')]",[S] positive [A] sakabehna [O] muaskeun pisan,wastafelna mah meuni karotor pisan .,"[('wastafelna', 'meuni karotor pisan', 'negative')]",[S] negative [A] wastafelna [O] meuni karotor pisan,True
OAS,sakabehna mah muaskeun pisan .,"[('sakabehna', 'muaskeun pisan', 'positive')]",[O] muaskeun pisan [A] sakabehna [S] positive,wastafelna mah meuni karotor pisan .,"[('wastafelna', 'meuni karotor pisan', 'negative')]",[O] meuni karotor pisan [A] wastafelna [S] negative,True
OSA,sakabehna mah muaskeun pisan .,"[('sakabehna', 'muaskeun pisan', 'positive')]",[O] muaskeun pisan [S] positive [A] sakabehna,wastafelna mah meuni karotor pisan .,"[('wastafelna', 'meuni karotor pisan', 'negative')]",[O] meuni karotor pisan [S] negative [A] wastafelna,True
AOS,"keur ngendong nu kamari mah , kasurna kurang beresih .","[('kasurna', 'kurang beresih', 'negative')]",[A] kasurna [O] kurang beresih [S] negative,"keur ngendong nu kamari mah , supirna balageur pisan .","[('supirna', 'balageur pisan', 'positive')]",[A] supirna [O] balageur pisan [S] positive,True
ASO,"keur ngendong nu kamari mah , kasurna kurang beresih .","[('kasurna', 'kurang beresih', 'negative')]",[A] kasurna [S] negative [O] kurang beresih,"keur ngendong nu kamari mah , supirna balageur pisan .","[('supirna', 'balageur pisan', 'positive')]",[A] supirna [S] positive [O] balageur pisan,True
SAO,"keur ngendong nu kamari mah , kasurna kurang beresih .","[('kasurna', 'kurang beresih', 'negative')]",[S] negative [A] kasurna [O] kurang beresih,"keur ngendong nu kamari mah , supirna balageur pisan .","[('supirna', 'balageur pisan', 'positive')]",[S] positive [A] supirna [O] balageur pisan,True
OAS,"keur ngendong nu kamari mah , kasurna kurang beresih .","[('kasurna', 'kurang beresih', 'negative')]",[O] kurang beresih [A] kasurna [S] negative,"keur ngendong nu kamari mah , supirna balageur pisan .","[('supirna', 'balageur pisan', 'positive')]",[O] balageur pisan [A] supirna [S] positive,True
OSA,"keur ngendong nu kamari mah , kasurna kurang beresih .","[('kasurna', 'kurang beresih', 'negative')]",[O] kurang beresih [S] negative [A] kasurna,"keur ngendong nu kamari mah , supirna balageur pisan .","[('supirna', 'balageur pisan', 'positive')]",[O] balageur pisan [S] positive [A] supirna,True
AOS,"andukna ngan hiji , padahal urang duaan .","[('andukna', 'ngan hiji', 'negative')]",[A] andukna [O] ngan hiji [S] negative,"sapedana alus pisan, padahal urang duaan .","[('sapedana', 'alus pisan', 'positive')]",[A] sapedana [O] alus pisan [S] positive,True
ASO,"andukna ngan hiji , padahal urang duaan .","[('andukna', 'ngan hiji', 'negative')]",[A] andukna [S] negative [O] ngan hiji,"sapedana alus pisan, padahal urang duaan .","[('sapedana', 'alus pisan', 'positive')]",[A] sapedana [S] positive [O] alus pisan,True
SAO,"andukna ngan hiji , padahal urang duaan .","[('andukna', 'ngan hiji', 'negative')]",[S] negative [A] andukna [O] ngan hiji,"sapedana alus pisan, padahal urang duaan .","[('sapedana', 'alus pisan', 'positive')]",[S] positive [A] sapedana [O] alus pisan,True
OAS,"andukna ngan hiji , padahal urang duaan .","[('andukna', 'ngan hiji', 'negative')]",[O] ngan hiji [A] andukna [S] negative,"sapedana alus pisan, padahal urang duaan .","[('sapedana', 'alus pisan', 'positive')]",[O] alus pisan [A] sapedana [S] positive,True
OSA,"andukna ngan hiji , padahal urang duaan .","[('andukna', 'ngan hiji', 'negative')]",[O] ngan hiji [S] negative [A] andukna,"sapedana alus pisan, padahal urang duaan .","[('sapedana', 'alus pisan', 'positive')]",[O] alus pisan [S] positive [A] sapedana,True
AOS,wifi kurang alus .,"[('wifi', 'kurang alus', 'negative')]",[A] wifi [O] kurang alus [S] negative,tas lega pisan .,"[('tas', 'lega pisan', 'positive')]",[A] tas [O] lega pisan [S] positive,True
ASO,wifi kurang alus .,"[('wifi', 'kurang alus', 'negative')]",[A] wifi [S] negative [O] kurang alus,tas lega pisan .,"[('tas', 'lega pisan', 'positive')]",[A] tas [S] positive [O] lega pisan,True
SAO,wifi kurang alus .,"[('wifi', 'kurang alus', 'negative')]",[S] negative [A] wifi [O] kurang alus,tas lega pisan .,"[('tas', 'lega pisan', 'positive')]",[S] positive [A] tas [O] lega pisan,True
OAS,wifi kurang alus .,"[('wifi', 'kurang alus', 'negative')]",[O] kurang alus [A] wifi [S] negative,tas lega pisan .,"[('tas', 'lega pisan', 'positive')]",[O] lega pisan [A] tas [S] positive,True
OSA,wifi kurang alus .,"[('wifi', 'kurang alus', 'negative')]",[O] kurang alus [S] negative [A] wifi,tas lega pisan .,"[('tas', 'lega pisan', 'positive')]",[O] lega pisan [S] positive [A] tas,True
AOS,tempat saré kurang ngeunaheun .,"[('tempat saré', 'kurang ngeunaheun', 'negative')]",[A] tempat saré [O] kurang ngeunaheun [S] negative,palayanan na ngeunaheun pisan .,"[('palayanan na', 'ngeunaheun pisan', 'positive')]",[A] palayanan na [O] ngeunaheun pisan [S] positive,True
ASO,tempat saré kurang ngeunaheun .,"[('tempat saré', 'kurang ngeunaheun', 'negative')]",[A] tempat saré [S] negative [O] kurang ngeunaheun,palayanan na ngeunaheun pisan .,"[('palayanan na', 'ngeunaheun pisan', 'positive')]",[A] palayanan na [S] positive [O] ngeunaheun pisan,True
SAO,tempat saré kurang ngeunaheun .,"[('tempat saré', 'kurang ngeunaheun', 'negative')]",[S] negative [A] tempat saré [O] kurang ngeunaheun,palayanan na ngeunaheun pisan .,"[('palayanan na', 'ngeunaheun pisan', 'positive')]",[S] positive [A] palayanan na [O] ngeunaheun pisan,True
OAS,tempat saré kurang ngeunaheun .,"[('tempat saré', 'kurang ngeunaheun', 'negative')]",[O] kurang ngeunaheun [A] tempat saré [S] negative,palayanan na ngeunaheun pisan .,"[('palayanan na', 'ngeunaheun pisan', 'positive')]",[O] ngeunaheun pisan [A] palayanan na [S] positive,True
OSA,tempat saré kurang ngeunaheun .,"[('tempat saré', 'kurang ngeunaheun', 'negative')]",[O] kurang ngeunaheun [S] negative [A] tempat saré,palayanan na ngeunaheun pisan .,"[('palayanan na', 'ngeunaheun pisan', 'positive')]",[O] ngeunaheun pisan [S] positive [A] palayanan na,True
AOS,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",[A] palayanan [O] alus [S] positive,lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[A] lampu na [O] butut [S] negative,True
ASO,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",[A] palayanan [S] positive [O] alus,lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[A] lampu na [S] negative [O] butut,True
SAO,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",[S] positive [A] palayanan [O] alus,lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[S] negative [A] lampu na [O] butut,True
OAS,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",[O] alus [A] palayanan [S] positive,lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[O] butut [A] lampu na [S] negative,True
OSA,palayanan alus . nuhun airy !,"[('palayanan', 'alus', 'positive')]",[O] alus [S] positive [A] palayanan,lampu na butut. nuhun airy !,"[('lampu na', 'butut', 'negative')]",[O] butut [S] negative [A] lampu na,True
AOS,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",[A] kabeh [O] lengkep [S] positive,pantona heurin .,"[('pantona', 'heurin', 'negative')]",[A] pantona [O] heurin [S] negative,True
ASO,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",[A] kabeh [S] positive [O] lengkep,pantona heurin .,"[('pantona', 'heurin', 'negative')]",[A] pantona [S] negative [O] heurin,True
SAO,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",[S] positive [A] kabeh [O] lengkep,pantona heurin .,"[('pantona', 'heurin', 'negative')]",[S] negative [A] pantona [O] heurin,True
OAS,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",[O] lengkep [A] kabeh [S] positive,pantona heurin .,"[('pantona', 'heurin', 'negative')]",[O] heurin [A] pantona [S] negative,True
OSA,kabeh lengkep .,"[('kabeh', 'lengkep', 'positive')]",[O] lengkep [S] positive [A] kabeh,pantona heurin .,"[('pantona', 'heurin', 'negative')]",[O] heurin [S] negative [A] pantona,True
AOS,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",[A] kamarna [O] heurin pisan [S] negative,mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[A] mobilna [O] garancang pisan [S] positive,True
ASO,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",[A] kamarna [S] negative [O] heurin pisan,mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[A] mobilna [S] positive [O] garancang pisan,True
SAO,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",[S] negative [A] kamarna [O] heurin pisan,mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[S] positive [A] mobilna [O] garancang pisan,True
OAS,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",[O] heurin pisan [A] kamarna [S] negative,mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[O] garancang pisan [A] mobilna [S] positive,True
OSA,kamarna heurin pisan .,"[('kamarna', 'heurin pisan', 'negative')]",[O] heurin pisan [S] negative [A] kamarna,mobilna garancang pisan .,"[('mobilna', 'garancang pisan', 'positive')]",[O] garancang pisan [S] positive [A] mobilna,True
AOS,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",[A] kamarna [O] lega [S] positive,mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[A] mobilna [O] laun [S] negative,True
ASO,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",[A] kamarna [S] positive [O] lega,mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[A] mobilna [S] negative [O] laun,True
SAO,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",[S] positive [A] kamarna [O] lega,mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[S] negative [A] mobilna [O] laun,True
OAS,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",[O] lega [A] kamarna [S] positive,mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[O] laun [A] mobilna [S] negative,True
OSA,kamarna lega deukeut stasion balapan .,"[('kamarna', 'lega', 'positive')]",[O] lega [S] positive [A] kamarna,mobilna laun deukeut stasion balapan .,"[('mobilna', 'laun', 'negative')]",[O] laun [S] negative [A] mobilna,True
AOS,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",[A] wastafelna [O] mengpet [S] negative,sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[A] sakabehna [O] lega [S] positive,True
ASO,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",[A] wastafelna [S] negative [O] mengpet,sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[A] sakabehna [S] positive [O] lega,True
SAO,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",[S] negative [A] wastafelna [O] mengpet,sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[S] positive [A] sakabehna [O] lega,True
OAS,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",[O] mengpet [A] wastafelna [S] negative,sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[O] lega [A] sakabehna [S] positive,True
OSA,wastafelna mengpet .,"[('wastafelna', 'mengpet', 'negative')]",[O] mengpet [S] negative [A] wastafelna,sakabehna lega .,"[('sakabehna', 'lega', 'positive')]",[O] lega [S] positive [A] sakabehna,True
AOS,ngan teu disadiakeun cai mineral di jero kamar .,"[('cai mineral', 'teu disadiakeun', 'negative')]",[A] cai mineral [O] teu disadiakeun [S] negative,ngan kacida alusna lomari di jero kamar .,"[('lomari', 'kacida alusna', 'positive')]",[A] lomari [O] kacida alusna [S] positive,True
