index,original_pair,corrupted_pair
1685,"air panas nya tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin . [A] [O] [S] [A] air panas nya [O] tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin [S] negative","air panas nya tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin . [A] [O] [S] [A] air panas nya [O] tidak banget panas , saya bawa anak bayi kasihan jadi mandi air dingin [S] negative"
1711,kamar mandi lebih dirawat kenyamanannya . [A] [O] [S] [A] kamar mandi [O] lebih dirawat kenyamanannya [S] negative,kamar mandi lebih dirawat kenyamanannya . [A] [O] [S] [A] kamar mandi [O] lebih dirawat kenyamanannya [S] negative
1716,hanya kurang di handuk yang kotor . [A] [O] [S] [A] handuk [O] kotor [S] negative,hanya kurang di handuk yang kotor . [A] [O] [S] [A] handuk [O] kotor [S] negative
1748,air hangat kadang mati . [A] [O] [S] [A] air hangat [O] kadang mati [S] negative,air hangat kadang mati . [A] [O] [S] [A] air hangat [O] kadang mati [S] negative
1760,ac kamar nya mengeluarkan suara berisik . [A] [O] [S] [A] ac [O] berisik [S] negative,ac kamar nya mengeluarkan suara berisik . [A] [O] [S] [A] ac [O] berisik [S] negative
1762,di kamar tidak tersedia handuk . [A] [O] [S] [A] handuk [O] tidak tersedia [S] negative,di kamar tidak tersedia handuk . [A] [O] [S] [A] handuk [O] tidak tersedia [S] negative
1764,hotel terbaik . [A] [O] [S] [A] hotel [O] terbaik [S] positive,hotel terbaik . [A] [O] [S] [A] hotel [O] terbaik [S] positive
1765,yang layanin baik . [A] [O] [S] [A] yang layanin [O] baik [S] positive,yang layanin baik . [A] [O] [S] [A] yang layanin [O] baik [S] positive
1768,kamar tidak bersih . [A] [O] [S] [A] kamar [O] tidak bersih [S] negative,kamar tidak bersih . [A] [O] [S] [A] kamar [O] tidak bersih [S] negative
1770,ramah sekali pelayannya . [A] [O] [S] [A] pelayannya [O] ramah sekali [S] positive,ramah sekali pelayannya . [A] [O] [S] [A] pelayannya [O] ramah sekali [S] positive
1816,secara keseluruhan semuanya sudah baik . [A] [O] [S] [A] secara keseluruhan semuanya [O] baik [S] positive,secara keseluruhan semuanya sudah baik . [A] [O] [S] [A] secara keseluruhan semuanya [O] baik [S] positive
1822,wangi kamar perlu ditingkatkan lagi . [A] [O] [S] [A] wangi kamar [O] perlu ditingkatkan lagi [S] negative,wangi kamar perlu ditingkatkan lagi . [A] [O] [S] [A] wangi kamar [O] perlu ditingkatkan lagi [S] negative
1834,tidak terlalu sulit dicari guests house nya . [A] [O] [S] [A] guests house nya [O] tidak terlalu sulit dicari [S] positive,tidak terlalu sulit dicari guests house nya . [A] [O] [S] [A] guests house nya [O] tidak terlalu sulit dicari [S] positive
1836,kebersihan seprai dan selimut perlu lebih diperhatikan . [A] [O] [S] [A] kebersihan seprai dan selimut [O] perlu lebih diperhatikan [S] negative,kebersihan seprai dan selimut perlu lebih diperhatikan . [A] [O] [S] [A] kebersihan seprai dan selimut [O] perlu lebih diperhatikan [S] negative
1840,airy room memang yang terbaik . [A] [O] [S] [A] airy room [O] yang terbaik [S] positive,airy room memang yang terbaik . [A] [O] [S] [A] airy room [O] yang terbaik [S] positive
1857,"untuk kamar disini tidak recommended , lebih baik cari yang lain . [A] [O] [S] [A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative","untuk kamar disini tidak recommended , lebih baik cari yang lain . [A] [O] [S] [A] kamar [O] tidak recommended , lebih baik cari yang lain [S] negative"
1872,tempat tidur kotor . [A] [O] [S] [A] tempat tidur [O] kotor [S] negative,tempat tidur kotor . [A] [O] [S] [A] tempat tidur [O] kotor [S] negative
1898,air hangat tidak hidup didalam kamar mandi . [A] [O] [S] [A] air hangat [O] air hangat tidak hidup didalam kamar mandi [S] negative,air hangat tidak hidup didalam kamar mandi . [A] [O] [S] [A] air hangat [O] air hangat tidak hidup didalam kamar mandi [S] negative
1899,minusnya wifi kurang kencang . [A] [O] [S] [A] wifi [O] kurang kencang [S] negative,minusnya wifi kurang kencang . [A] [O] [S] [A] wifi [O] kurang kencang [S] negative
1925,selalu suka dengan pelayanannya . [A] [O] [S] [A] pelayanannya [O] selalu suka [S] positive,selalu suka dengan pelayanannya . [A] [O] [S] [A] pelayanannya [O] selalu suka [S] positive
1932,kamar mandi bau . [A] [O] [S] [A] kamar mandi [O] bau [S] negative,kamar mandi bau . [A] [O] [S] [A] kamar mandi [O] bau [S] negative
1933,selalu bermasalah dengan tidak tersedia handuk . [A] [O] [S] [A] handuk [O] selalu bermasalah dengan tidak tersedia handuk [S] negative,selalu bermasalah dengan tidak tersedia handuk . [A] [O] [S] [A] handuk [O] selalu bermasalah dengan tidak tersedia handuk [S] negative
1938,fasilitas hotel harus lebih diperhatikan . [A] [O] [S] [A] fasilitas hotel [O] lebih diperhatikan [S] negative,fasilitas hotel harus lebih diperhatikan . [A] [O] [S] [A] fasilitas hotel [O] lebih diperhatikan [S] negative
1940,"air nya sempat mati , sehingga saya harus pindah kamar . [A] [O] [S] [A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative","air nya sempat mati , sehingga saya harus pindah kamar . [A] [O] [S] [A] air nya [O] sempat mati , sehingga saya harus pindah kamar [S] negative"
1960,makanan enak . [A] [O] [S] [A] makanan [O] enak [S] positive,makanan enak . [A] [O] [S] [A] makanan [O] enak [S] positive
1976,"puas sekali dengan hotel ini , saat itu 2 kamar kami di upgrade ke deluxe room . [A] [O] [S] [A] hotel [O] puas sekali dengan hotel ini , saat itu 2 kamar kami di upgrade ke deluxe room [S] positive","puas sekali dengan hotel ini , saat itu 2 kamar kami di upgrade ke deluxe room . [A] [O] [S] [A] hotel [O] puas sekali dengan hotel ini , saat itu 2 kamar kami di upgrade ke deluxe room [S] positive"
1980,kamar panas karena ac tidak dingin . [A] [O] [S] [A] kamar [O] panas karena ac tidak dingin [S] negative,kamar panas karena ac tidak dingin . [A] [O] [S] [A] kamar [O] panas karena ac tidak dingin [S] negative
1996,karena harga terjangkau . [A] [O] [S] [A] harga [O] terjangkau [S] positive,karena harga terjangkau . [A] [O] [S] [A] harga [O] terjangkau [S] positive
1997,listrik sering mati . [A] [O] [S] [A] listrik [O] sering mati [S] negative,listrik sering mati . [A] [O] [S] [A] listrik [O] sering mati [S] negative
2003,nyaman hotelnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . [A] [O] [S] [A] hotelnya [O] nyaman [S] positive,nyaman hotelnya apalagi dapat promo dari airy . kalau ke malang ingin menginap disini lagi . [A] [O] [S] [A] hotelnya [O] nyaman [S] positive
2023,pelayanan cek in lama . [A] [O] [S] [A] pelayanan cek in [O] lama [S] negative,pelayanan cek in lama . [A] [O] [S] [A] pelayanan cek in [O] lama [S] negative
2053,sarapan agar lebih beragam . [A] [O] [S] [A] sarapan [O] agar lebih beragam [S] negative,sarapan agar lebih beragam . [A] [O] [S] [A] sarapan [O] agar lebih beragam [S] negative
2080,kamar mandi jorok banget . [A] [O] [S] [A] kamar mandi [O] jorok banget [S] negative,kamar mandi jorok banget . [A] [O] [S] [A] kamar mandi [O] jorok banget [S] negative
2086,"bau toilet menyengat , sampai tercium saat tidur . [A] [O] [S] [A] toilet [O] bau toilet menyengat , sampai tercium saat tidur [S] negative","bau toilet menyengat , sampai tercium saat tidur . [A] [O] [S] [A] toilet [O] bau toilet menyengat , sampai tercium saat tidur [S] negative"
2091,hotel airy terbaik yang pernah saya temui . [A] [O] [S] [A] hotel [O] terbaik [S] positive,hotel airy terbaik yang pernah saya temui . [A] [O] [S] [A] hotel [O] terbaik [S] positive
2112,kamar kurang bersih . [A] [O] [S] [A] kamar [O] kurang bersih [S] negative,kamar kurang bersih . [A] [O] [S] [A] kamar [O] kurang bersih [S] negative
2139,keamanan terjaga karena ada cctv dan keamanan . [A] [O] [S] [A] keamanan [O] terjaga karena ada cctv dan keamanan [S] positive,keamanan terjaga karena ada cctv dan keamanan . [A] [O] [S] [A] keamanan [O] terjaga karena ada cctv dan keamanan [S] positive
2141,fasilitas oke punya . [A] [O] [S] [A] fasilitas [O] oke [S] positive,fasilitas oke punya . [A] [O] [S] [A] fasilitas [O] oke [S] positive
2163,tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga . [A] [O] [S] [A] lift [O] tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga [S] negative,tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga . [A] [O] [S] [A] lift [O] tidak ada lift sehingga susah untuk orang tua karena harus naik turun tangga [S] negative
2169,kasurnya agak reot jadi diganjal pakai batu . [A] [O] [S] [A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative,kasurnya agak reot jadi diganjal pakai batu . [A] [O] [S] [A] kasurnya [O] agak reot jadi diganjal pakai batu [S] negative
2196,desain minimalis . [A] [O] [S] [A] desain [O] minimalis [S] negative,desain minimalis . [A] [O] [S] [A] desain [O] minimalis [S] negative
2199,minus : resepsionis yang lakilaki kurang ramah . [A] [O] [S] [A] resepsionis [O] kurang ramah [S] negative,minus : resepsionis yang lakilaki kurang ramah . [A] [O] [S] [A] resepsionis [O] kurang ramah [S] negative
2254,acnya lumayan dingin . [A] [O] [S] [A] acnya [O] lumayan dingin [S] positive,acnya lumayan dingin . [A] [O] [S] [A] acnya [O] lumayan dingin [S] positive
2268,air shower kecil . [A] [O] [S] [A] air shower [O] kecil [S] negative,air shower kecil . [A] [O] [S] [A] air shower [O] kecil [S] negative
2296,fasilitas oke . [A] [O] [S] [A] fasilitas [O] oke [S] positive,fasilitas oke . [A] [O] [S] [A] fasilitas [O] oke [S] positive
2298,ac cukup oke . [A] [O] [S] [A] ac [O] cukup oke [S] positive,ac cukup oke . [A] [O] [S] [A] ac [O] cukup oke [S] positive
2309,menu breakfast kurang bagus . [A] [O] [S] [A] menu breakfast [O] kurang bagus [S] negative,menu breakfast kurang bagus . [A] [O] [S] [A] menu breakfast [O] kurang bagus [S] negative
2315,dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar . [A] [O] [S] [A] kamar [O] kurang menarik [S] negative,dpet kamar yang kurang menarik . semoga next dapat kamar yang seperti dgmbar . [A] [O] [S] [A] kamar [O] kurang menarik [S] negative
2329,seram kamarnya . [A] [O] [S] [A] kamarnya [O] seram [S] negative,seram kamarnya . [A] [O] [S] [A] kamarnya [O] seram [S] negative
2391,kamarnya benar benar sesuai dengan yang ada di photo . [A] [O] [S] [A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive,kamarnya benar benar sesuai dengan yang ada di photo . [A] [O] [S] [A] kamarnya [O] benar benar sesuai dengan yang ada di photo [S] positive
2393,"tempat transit , makanannya enak . [A] [O] [S] [A] makanannya [O] enak [S] positive","tempat transit , makanannya enak . [A] [O] [S] [A] makanannya [O] enak [S] positive"
2399,"terimakasih airy , layanannya sangat sangat baik , moga kedepannya airy semakin sukses . amien . [A] [O] [S] [A] layanannya [O] sangat sangat baik [S] positive","terimakasih airy , layanannya sangat sangat baik , moga kedepannya airy semakin sukses . amien . [A] [O] [S] [A] layanannya [O] sangat sangat baik [S] positive"
2409,tidak ada lift . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . [A] [O] [S] [A] lift [O] tidak ada [S] negative,tidak ada lift . kesulitannya hanya mengangkut koper tetapi ada porter yang siap membantu . [A] [O] [S] [A] lift [O] tidak ada [S] negative
2415,kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah . [A] [O] [S] [A] kamar [O] bersih [S] positive,kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah . [A] [O] [S] [A] kamar [O] bersih [S] positive
2458,karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan . [A] [O] [S] [A] kebersihan [O] karena terlalu banyak kamar jadi tidak diperhatikan [S] negative,karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan . [A] [O] [S] [A] kebersihan [O] karena terlalu banyak kamar jadi tidak diperhatikan [S] negative
2462,wifi lebih baik dijangkau dalam kamar . yang lainnya fasilitasnya baik . [A] [O] [S] [A] fasilitasnya [O] baik [S] positive,wifi lebih baik dijangkau dalam kamar . yang lainnya fasilitasnya baik . [A] [O] [S] [A] fasilitasnya [O] baik [S] positive
2463,tidak ada wifi sesuai yang di iklankan . [A] [O] [S] [A] wifi [O] tidak ada [S] negative,tidak ada wifi sesuai yang di iklankan . [A] [O] [S] [A] wifi [O] tidak ada [S] negative
2495,wifi kurang joss . [A] [O] [S] [A] wifi [O] kurang joss [S] negative,wifi kurang joss . [A] [O] [S] [A] wifi [O] kurang joss [S] negative
2499,"sayang , air panasnya tidak terlalu panas , jadi kalau mandi kedinginan . hhehe . [A] [O] [S] [A] air panasnya [O] tidak terlalu panas , jadi kalau mandi kedinginan [S] negative","sayang , air panasnya tidak terlalu panas , jadi kalau mandi kedinginan . hhehe . [A] [O] [S] [A] air panasnya [O] tidak terlalu panas , jadi kalau mandi kedinginan [S] negative"
