parent_node,child_node,child_type
a12.h12,logits,
a13.h12,logits,
a13.h13,logits,
a15.h2,logits,
a17.h3,logits,
a17.h5,logits,
a18.h0,logits,
a18.h1,logits,
a19.h11,logits,
a20.h2,logits,
a20.h6,logits,
a20.h8,logits,
m20,logits,
a21.h11,logits,
a22.h4,logits,
a22.h7,logits,
a22.h12,logits,
a23.h4,logits,
a23.h6,logits,
a23.h8,logits,
a23.h10,logits,
a23.h12,logits,
m23,logits,
input,a0.h3,k
input,a0.h10,k
m0,a1.h9,v
a1.h9,m1,
m0,a2.h11,q
m0,a2.h11,k
m0,a2.h12,q
m0,a2.h12,k
m0,a2.h13,v
m1,a2.h8,v
m1,a2.h9,v
m1,a2.h12,q
m1,a2.h12,k
a2.h13,m2,
m0,a3.h1,k
m0,a3.h10,v
m1,a3.h10,v
m2,a3.h10,v
a3.h10,m3,
m1,m4,
a2.h9,m4,
m0,a5.h6,v
m1,a5.h6,v
m2,a5.h6,v
m2,m6,
a5.h6,m6,
m0,a7.h4,v
m1,m7,
m0,a8.h11,v
m2,a8.h3,v
m4,a8.h3,v
m6,m8,
m0,a9.h2,v
m0,a9.h10,k
a8.h7,a9.h10,k
m6,m9,
m0,a10.h3,k
m0,a10.h4,q
m0,a10.h6,v
m6,m10,
m7,m10,
a8.h7,m10,
a10.h4,m10,
m0,a11.h0,v
m0,a11.h1,v
m0,a11.h7,q
m0,a11.h12,k
m0,a11.h13,q
m5,a11.h3,k
a8.h7,a11.h0,k
m7,m11,
m8,m11,
m9,m11,
m10,m11,
a11.h12,m11,
m0,a12.h1,v
m1,a12.h1,v
m4,a12.h11,q
a11.h3,a12.h11,v
m0,m12,
m0,a13.h8,v
m0,a13.h13,q
m0,a13.h13,v
m6,a13.h2,k
m10,a13.h2,k
a11.h3,a13.h3,v
a11.h7,a13.h2,k
m12,a13.h2,k
m12,a13.h3,v
m2,m13,
a11.h12,m13,
a13.h8,m13,
m0,a14.h8,k
m0,a14.h8,v
m0,a14.h10,v
m0,a14.h12,v
m4,a14.h10,v
a11.h3,a14.h8,v
a11.h3,a14.h9,v
m1,m14,
m2,m14,
m5,m14,
m6,m14,
a9.h2,m14,
m10,m14,
a11.h0,m14,
m0,a15.h1,q
m0,a15.h4,k
m0,a15.h13,q
m4,a15.h1,v
a11.h13,a15.h2,v
a13.h2,a15.h4,v
a13.h2,a15.h10,q
a13.h8,a15.h1,v
a13.h13,a15.h10,q
m13,a15.h7,k
m14,a15.h1,v
m14,a15.h4,v
m1,m15,
m2,m15,
m3,m15,
m4,m15,
a8.h11,m15,
a9.h2,m15,
m9,m15,
a11.h1,m15,
a11.h3,m15,
a15.h10,m15,
m0,a16.h2,v
m0,a16.h4,q
m0,a16.h6,q
m0,a16.h7,q
m0,a16.h11,q
m0,a16.h12,k
m0,a16.h13,q
m4,a16.h5,v
m4,a16.h7,v
m4,a16.h10,v
m4,a16.h13,v
m6,a16.h7,q
m7,a16.h10,v
a11.h12,a16.h12,q
a13.h13,a16.h6,q
m13,a16.h6,k
m14,a16.h6,k
m14,a16.h9,q
a15.h2,a16.h5,k
a15.h2,a16.h12,k
a15.h4,a16.h6,k
a15.h4,a16.h7,k
m15,a16.h5,k
m15,a16.h6,k
m15,a16.h9,k
m15,a16.h12,k
m1,m16,
m2,m16,
m4,m16,
m7,m16,
m8,m16,
a11.h0,m16,
a14.h9,m16,
m14,m16,
a15.h6,m16,
a16.h10,m16,
a16.h12,m16,
m0,a17.h5,q
m0,a17.h5,k
m0,a17.h11,v
m14,a17.h5,k
m15,a17.h8,v
m16,a17.h8,v
m16,a17.h11,k
m0,m17,
m4,m17,
a12.h11,m17,
a17.h5,m17,
m0,a18.h0,v
m0,a18.h1,q
m0,a18.h4,v
m11,m18,
a16.h4,m18,
a16.h7,m18,
a16.h9,m18,
a16.h10,m18,
a16.h12,m18,
m17,m18,
m0,a19.h3,v
m0,a19.h5,v
m0,a19.h6,k
m2,a19.h2,k
m2,a19.h6,k
a15.h6,a19.h11,v
a15.h10,a19.h8,v
m1,m19,
m2,m19,
m5,m19,
m9,m19,
a14.h8,m19,
a15.h1,m19,
a16.h1,m19,
a16.h2,m19,
a16.h3,m19,
a16.h5,m19,
a16.h7,m19,
a19.h11,m19,
m0,a20.h7,q
m0,a20.h7,k
m0,a20.h12,k
m1,a20.h12,k
a2.h12,a20.h7,v
m7,a20.h12,k
a8.h7,a20.h12,k
a8.h11,a20.h12,k
m8,a20.h12,k
m11,a20.h12,k
a12.h11,a20.h12,k
m14,a20.h12,k
a15.h6,a20.h12,q
a15.h10,a20.h12,q
a15.h13,a20.h12,q
a16.h1,a20.h12,k
a16.h4,a20.h12,k
a16.h7,a20.h12,k
a16.h8,a20.h12,k
a16.h9,a20.h12,k
a16.h10,a20.h7,v
a16.h10,a20.h10,v
a16.h10,a20.h12,k
a16.h11,a20.h12,k
a16.h13,a20.h12,k
m18,a20.h11,k
m18,a20.h12,k
a19.h3,a20.h12,k
a19.h5,a20.h12,q
a19.h11,a20.h12,q
m19,a20.h9,v
m0,m20,
a11.h3,m20,
m12,m20,
m14,m20,
a16.h10,m20,
a18.h0,m20,
a20.h10,m20,
m0,a21.h3,k
m0,a21.h4,k
m0,a21.h8,q
m0,a21.h10,q
m0,a21.h11,q
m0,a21.h12,v
m1,a21.h2,v
a2.h12,a21.h2,v
m2,a21.h0,k
m2,a21.h2,v
m2,a21.h4,v
m4,a21.h1,v
m4,a21.h4,k
m4,a21.h4,v
m9,a21.h0,k
m14,a21.h1,v
a15.h10,a21.h8,q
m15,a21.h2,v
a16.h10,a21.h0,v
a16.h10,a21.h2,v
m16,a21.h0,v
m16,a21.h1,k
m16,a21.h1,v
m16,a21.h13,k
m17,a21.h0,k
m17,a21.h1,k
m18,a21.h1,v
a19.h3,a21.h3,k
a19.h6,a21.h8,q
a19.h6,a21.h13,q
m19,a21.h1,k
m19,a21.h2,v
a20.h7,a21.h0,v
a20.h7,a21.h3,v
a20.h7,a21.h5,v
a20.h7,a21.h10,v
a20.h7,a21.h13,v
a20.h9,a21.h0,k
a20.h11,a21.h1,q
a20.h11,a21.h1,k
a20.h11,a21.h13,v
a20.h12,a21.h3,v
a20.h12,a21.h7,v
m20,a21.h13,q
m1,m21,
m7,m21,
m8,m21,
a13.h2,m21,
m14,m21,
a16.h5,m21,
a16.h13,m21,
m18,m21,
a20.h7,m21,
a20.h12,m21,
a21.h3,m21,
a21.h4,m21,
m0,a22.h0,q
m0,a22.h2,q
m0,a22.h4,q
m0,a22.h4,k
m0,a22.h4,v
m0,a22.h10,v
m0,a22.h13,k
m1,a22.h1,k
m1,a22.h4,k
m1,a22.h6,k
m1,a22.h9,k
a2.h12,a22.h1,v
m2,a22.h1,k
m2,a22.h1,v
m2,a22.h6,k
m2,a22.h9,k
m4,a22.h1,k
m4,a22.h1,v
m4,a22.h13,v
m6,a22.h1,k
m7,a22.h1,k
m14,a22.h1,k
m14,a22.h4,k
m14,a22.h6,k
a15.h2,a22.h4,k
a16.h7,a22.h4,q
a16.h9,a22.h4,q
a16.h10,a22.h1,v
a16.h10,a22.h2,v
a16.h10,a22.h4,k
a16.h10,a22.h13,k
a16.h11,a22.h4,q
m16,a22.h0,k
m16,a22.h0,v
m16,a22.h1,k
m16,a22.h1,v
m16,a22.h4,k
m16,a22.h4,v
m16,a22.h13,v
m17,a22.h6,v
m17,a22.h9,k
m18,a22.h1,k
m18,a22.h4,k
a19.h6,a22.h11,q
m19,a22.h0,v
m19,a22.h4,k
a20.h7,a22.h4,q
a20.h7,a22.h5,v
a20.h7,a22.h6,q
a20.h7,a22.h8,v
a20.h7,a22.h10,v
a20.h7,a22.h11,v
a20.h7,a22.h12,v
a20.h7,a22.h13,v
a20.h9,a22.h1,k
a20.h9,a22.h1,v
a20.h10,a22.h4,q
a20.h11,a22.h0,q
a20.h11,a22.h1,v
a20.h11,a22.h4,q
a20.h11,a22.h6,q
a20.h11,a22.h12,v
a20.h12,a22.h1,v
a20.h12,a22.h4,q
a20.h12,a22.h6,q
a20.h12,a22.h8,v
a20.h12,a22.h10,v
a20.h12,a22.h11,v
a20.h12,a22.h12,v
m20,a22.h0,k
m20,a22.h2,k
m20,a22.h4,q
m20,a22.h4,k
m20,a22.h4,v
m20,a22.h6,k
m20,a22.h7,k
m20,a22.h9,k
m20,a22.h13,k
a21.h0,a22.h6,q
a21.h1,a22.h3,v
a21.h2,a22.h13,v
a21.h3,a22.h5,v
a21.h3,a22.h6,q
a21.h3,a22.h12,v
a21.h3,a22.h13,v
a21.h4,a22.h2,v
a21.h4,a22.h3,v
a21.h4,a22.h11,v
a21.h10,a22.h0,v
a21.h11,a22.h4,k
a21.h12,a22.h4,q
m21,a22.h4,k
m21,a22.h11,q
m7,m22,
m12,m22,
a16.h10,m22,
m16,m22,
a18.h0,m22,
m18,m22,
a20.h11,m22,
a21.h1,m22,
a21.h8,m22,
a21.h10,m22,
a21.h11,m22,
a21.h13,m22,
m21,m22,
a22.h1,m22,
a22.h8,m22,
a22.h9,m22,
a22.h12,m22,
a22.h13,m22,
m0,a23.h0,q
m0,a23.h1,v
m0,a23.h2,k
m0,a23.h2,v
m0,a23.h4,k
m0,a23.h4,v
m0,a23.h7,q
m0,a23.h7,k
m0,a23.h7,v
m0,a23.h8,q
m0,a23.h9,k
m1,a23.h7,k
m2,a23.h7,k
m2,a23.h9,k
m4,a23.h7,k
m4,a23.h10,v
m15,a23.h8,q
a16.h10,a23.h1,v
a16.h10,a23.h13,v
m16,a23.h1,v
m16,a23.h8,k
m16,a23.h9,q
m17,a23.h1,v
a19.h3,a23.h8,k
a19.h6,a23.h8,q
a19.h6,a23.h9,q
a19.h11,a23.h8,q
m19,a23.h1,v
m19,a23.h7,k
m19,a23.h10,q
a20.h7,a23.h8,q
a20.h7,a23.h8,v
a20.h7,a23.h9,v
a20.h7,a23.h13,v
a20.h11,a23.h8,q
a20.h11,a23.h9,q
a20.h11,a23.h10,v
m20,a23.h1,v
m20,a23.h4,v
m20,a23.h7,k
m20,a23.h9,q
m20,a23.h9,v
m20,a23.h10,q
m20,a23.h13,v
a21.h0,a23.h7,q
a21.h1,a23.h13,v
a21.h2,a23.h1,v
a21.h3,a23.h10,v
a21.h11,a23.h13,v
m21,a23.h4,v
m21,a23.h7,k
m21,a23.h7,v
m21,a23.h8,q
m21,a23.h8,v
m21,a23.h9,k
m21,a23.h10,k
a22.h0,a23.h8,k
a22.h0,a23.h9,k
a22.h0,a23.h10,v
a22.h0,a23.h12,v
a22.h4,a23.h7,k
a22.h8,a23.h7,k
a22.h8,a23.h8,q
a22.h9,a23.h9,v
a22.h9,a23.h10,k
a22.h9,a23.h12,v
a22.h9,a23.h13,v
a22.h11,a23.h8,v
a22.h11,a23.h10,v
m22,a23.h7,k
m22,a23.h13,v
m0,m23,
a13.h2,m23,
a14.h10,m23,
m15,m23,
a16.h5,m23,
m16,m23,
m17,m23,
a18.h0,m23,
a19.h6,m23,
a19.h8,m23,
a20.h11,m23,
a20.h12,m23,
a21.h13,m23,
a22.h0,m23,
a22.h1,m23,
a22.h3,m23,
a22.h5,m23,
a22.h10,m23,
a22.h12,m23,
a23.h2,m23,
a23.h4,m23,
a3.h1,logits,
m3,logits,
a4.h2,logits,
m4,logits,
a5.h6,logits,
m5,logits,
a7.h4,logits,
m7,logits,
a8.h3,logits,
a9.h10,logits,
a10.h3,logits,
a10.h6,logits,
a11.h7,logits,
a13.h3,logits,
a14.h12,logits,
a15.h4,logits,
a16.h5,logits,
a17.h11,logits,
a19.h2,logits,
a19.h6,logits,
a21.h7,logits,
a22.h10,logits,
m22,logits,
a23.h7,logits,
a23.h13,logits,
