clean,corrupted,correct_label,incorrect_label,correct_idx,incorrect_idx
kamar mandi kurang bersih . [A] [O] [S],ruang tamu selalu macet . [A] [O] [S],[A] kamar mandi [O] kurang bersih [S] negative,[A] ruang tamu [O] selalu macet [S] positive,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225]]","[[508, 32, 60, 11122, 524, 25476, 84, 508, 46, 60, 11806, 36986, 8978, 295, 508, 50, 60, 6785]]"
kamar mandi kurang bersih . [A] [S] [O],ruang tamu selalu macet . [A] [S] [O],[A] kamar mandi [S] negative [O] kurang bersih,[A] ruang tamu [S] positive [O] selalu macet,"[[508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 32, 60, 11122, 524, 25476, 84, 508, 50, 60, 6785, 508, 46, 60, 11806, 36986, 8978, 295]]"
kamar mandi kurang bersih . [S] [A] [O],ruang tamu selalu macet . [S] [A] [O],[S] negative [A] kamar mandi [O] kurang bersih,[S] positive [A] ruang tamu [O] selalu macet,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72, 508, 46, 60, 27265, 524, 58554, 6996]]","[[508, 50, 60, 6785, 508, 32, 60, 11122, 524, 25476, 84, 508, 46, 60, 11806, 36986, 8978, 295]]"
kamar mandi kurang bersih . [O] [A] [S],ruang tamu selalu macet . [O] [A] [S],[O] kurang bersih [A] kamar mandi [S] negative,[O] selalu macet [A] ruang tamu [S] positive,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 32, 60, 595, 15554, 11576, 72, 508, 50, 60, 8225]]","[[508, 46, 60, 11806, 36986, 8978, 295, 508, 32, 60, 11122, 524, 25476, 84, 508, 50, 60, 6785]]"
kamar mandi kurang bersih . [O] [S] [A],ruang tamu selalu macet . [O] [S] [A],[O] kurang bersih [S] negative [A] kamar mandi,[O] selalu macet [S] positive [A] ruang tamu,"[[508, 46, 60, 27265, 524, 58554, 6996, 508, 50, 60, 8225, 508, 32, 60, 595, 15554, 11576, 72]]","[[508, 46, 60, 11806, 36986, 8978, 295, 508, 50, 60, 6785, 508, 32, 60, 11122, 524, 25476, 84]]"
pelayanan baik . terimakasih . [A] [O] [S],bunga nya keras . terimakasih . [A] [O] [S],[A] pelayanan [O] baik [S] positive,[A] bunga nya [O] keras [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 293, 91845, 75189, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
pelayanan baik . terimakasih . [A] [S] [O],bunga nya keras . terimakasih . [A] [S] [O],[A] pelayanan [S] positive [O] baik,[A] bunga nya [S] negative [O] keras,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 79187]]","[[508, 32, 60, 293, 91845, 75189, 508, 50, 60, 8225, 508, 46, 60, 25689]]"
pelayanan baik . terimakasih . [S] [A] [O],bunga nya keras . terimakasih . [S] [A] [O],[S] positive [A] pelayanan [O] baik,[S] negative [A] bunga nya [O] keras,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 79187]]","[[508, 50, 60, 8225, 508, 32, 60, 293, 91845, 75189, 508, 46, 60, 25689]]"
pelayanan baik . terimakasih . [O] [A] [S],bunga nya keras . terimakasih . [O] [A] [S],[O] baik [A] pelayanan [S] positive,[O] keras [A] bunga nya [S] negative,"[[508, 46, 60, 79187, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 25689, 508, 32, 60, 293, 91845, 75189, 508, 50, 60, 8225]]"
pelayanan baik . terimakasih . [O] [S] [A],bunga nya keras . terimakasih . [O] [S] [A],[O] baik [S] positive [A] pelayanan,[O] keras [S] negative [A] bunga nya,"[[508, 46, 60, 79187, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 25689, 508, 50, 60, 8225, 508, 32, 60, 293, 91845, 75189]]"
hotel sangat nyaman . [A] [O] [S],foto tidak ramah . [A] [O] [S],[A] hotel [O] sangat nyaman [S] positive,[A] foto [O] tidak ramah [S] negative,"[[508, 32, 60, 9500, 508, 46, 60, 70464, 19004, 12715, 508, 50, 60, 6785]]","[[508, 32, 60, 25575, 508, 46, 60, 27281, 17823, 1466, 508, 50, 60, 8225]]"
hotel sangat nyaman . [A] [S] [O],foto tidak ramah . [A] [S] [O],[A] hotel [S] positive [O] sangat nyaman,[A] foto [S] negative [O] tidak ramah,"[[508, 32, 60, 9500, 508, 50, 60, 6785, 508, 46, 60, 70464, 19004, 12715]]","[[508, 32, 60, 25575, 508, 50, 60, 8225, 508, 46, 60, 27281, 17823, 1466]]"
hotel sangat nyaman . [S] [A] [O],foto tidak ramah . [S] [A] [O],[S] positive [A] hotel [O] sangat nyaman,[S] negative [A] foto [O] tidak ramah,"[[508, 50, 60, 6785, 508, 32, 60, 9500, 508, 46, 60, 70464, 19004, 12715]]","[[508, 50, 60, 8225, 508, 32, 60, 25575, 508, 46, 60, 27281, 17823, 1466]]"
hotel sangat nyaman . [O] [A] [S],foto tidak ramah . [O] [A] [S],[O] sangat nyaman [A] hotel [S] positive,[O] tidak ramah [A] foto [S] negative,"[[508, 46, 60, 70464, 19004, 12715, 508, 32, 60, 9500, 508, 50, 60, 6785]]","[[508, 46, 60, 27281, 17823, 1466, 508, 32, 60, 25575, 508, 50, 60, 8225]]"
hotel sangat nyaman . [O] [S] [A],foto tidak ramah . [O] [S] [A],[O] sangat nyaman [S] positive [A] hotel,[O] tidak ramah [S] negative [A] foto,"[[508, 46, 60, 70464, 19004, 12715, 508, 50, 60, 6785, 508, 32, 60, 9500]]","[[508, 46, 60, 27281, 17823, 1466, 508, 50, 60, 8225, 508, 32, 60, 25575]]"
bagus sekali semuanya . [A] [O] [S],bising terus lemarinya . [A] [O] [S],[A] semuanya [O] bagus sekali [S] positive,[A] lemarinya [O] bising terus [S] negative,"[[508, 32, 60, 5234, 84, 24074, 508, 46, 60, 8968, 355, 43834, 7956, 508, 50, 60, 6785]]","[[508, 32, 60, 512, 5612, 61087, 508, 46, 60, 293, 3791, 1982, 355, 508, 50, 60, 8225]]"
bagus sekali semuanya . [A] [S] [O],bising terus lemarinya . [A] [S] [O],[A] semuanya [S] positive [O] bagus sekali,[A] lemarinya [S] negative [O] bising terus,"[[508, 32, 60, 5234, 84, 24074, 508, 50, 60, 6785, 508, 46, 60, 8968, 355, 43834, 7956]]","[[508, 32, 60, 512, 5612, 61087, 508, 50, 60, 8225, 508, 46, 60, 293, 3791, 1982, 355]]"
bagus sekali semuanya . [S] [A] [O],bising terus lemarinya . [S] [A] [O],[S] positive [A] semuanya [O] bagus sekali,[S] negative [A] lemarinya [O] bising terus,"[[508, 50, 60, 6785, 508, 32, 60, 5234, 84, 24074, 508, 46, 60, 8968, 355, 43834, 7956]]","[[508, 50, 60, 8225, 508, 32, 60, 512, 5612, 61087, 508, 46, 60, 293, 3791, 1982, 355]]"
bagus sekali semuanya . [O] [A] [S],bising terus lemarinya . [O] [A] [S],[O] bagus sekali [A] semuanya [S] positive,[O] bising terus [A] lemarinya [S] negative,"[[508, 46, 60, 8968, 355, 43834, 7956, 508, 32, 60, 5234, 84, 24074, 508, 50, 60, 6785]]","[[508, 46, 60, 293, 3791, 1982, 355, 508, 32, 60, 512, 5612, 61087, 508, 50, 60, 8225]]"
bagus sekali semuanya . [O] [S] [A],bising terus lemarinya . [O] [S] [A],[O] bagus sekali [S] positive [A] semuanya,[O] bising terus [S] negative [A] lemarinya,"[[508, 46, 60, 8968, 355, 43834, 7956, 508, 50, 60, 6785, 508, 32, 60, 5234, 84, 24074]]","[[508, 46, 60, 293, 3791, 1982, 355, 508, 50, 60, 8225, 508, 32, 60, 512, 5612, 61087]]"
resepsionis friendly ke customernya . [A] [O] [S],pegawai fotocopy keras ke customernya . [A] [O] [S],[A] resepsionis [O] friendly [S] positive,[A] pegawai fotocopy [O] keras [S] negative,"[[508, 32, 60, 312, 325, 1690, 290, 285, 508, 46, 60, 11657, 508, 50, 60, 6785]]","[[508, 32, 60, 30687, 35969, 31840, 509, 1266, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
resepsionis friendly ke customernya . [A] [S] [O],pegawai fotocopy keras ke customernya . [A] [S] [O],[A] resepsionis [S] positive [O] friendly,[A] pegawai fotocopy [S] negative [O] keras,"[[508, 32, 60, 312, 325, 1690, 290, 285, 508, 50, 60, 6785, 508, 46, 60, 11657]]","[[508, 32, 60, 30687, 35969, 31840, 509, 1266, 508, 50, 60, 8225, 508, 46, 60, 25689]]"
resepsionis friendly ke customernya . [S] [A] [O],pegawai fotocopy keras ke customernya . [S] [A] [O],[S] positive [A] resepsionis [O] friendly,[S] negative [A] pegawai fotocopy [O] keras,"[[508, 50, 60, 6785, 508, 32, 60, 312, 325, 1690, 290, 285, 508, 46, 60, 11657]]","[[508, 50, 60, 8225, 508, 32, 60, 30687, 35969, 31840, 509, 1266, 508, 46, 60, 25689]]"
resepsionis friendly ke customernya . [O] [A] [S],pegawai fotocopy keras ke customernya . [O] [A] [S],[O] friendly [A] resepsionis [S] positive,[O] keras [A] pegawai fotocopy [S] negative,"[[508, 46, 60, 11657, 508, 32, 60, 312, 325, 1690, 290, 285, 508, 50, 60, 6785]]","[[508, 46, 60, 25689, 508, 32, 60, 30687, 35969, 31840, 509, 1266, 508, 50, 60, 8225]]"
resepsionis friendly ke customernya . [O] [S] [A],pegawai fotocopy keras ke customernya . [O] [S] [A],[O] friendly [S] positive [A] resepsionis,[O] keras [S] negative [A] pegawai fotocopy,"[[508, 46, 60, 11657, 508, 50, 60, 6785, 508, 32, 60, 312, 325, 1690, 290, 285]]","[[508, 46, 60, 25689, 508, 50, 60, 8225, 508, 32, 60, 30687, 35969, 31840, 509, 1266]]"
kamar kotor . [A] [O] [S],meja strategis . [A] [O] [S],[A] kamar [O] kotor [S] negative,[A] meja [O] strategis [S] positive,"[[508, 32, 60, 595, 15554, 508, 46, 60, 595, 9887, 508, 50, 60, 8225]]","[[508, 32, 60, 752, 5580, 508, 46, 60, 5275, 285, 508, 50, 60, 6785]]"
kamar kotor . [A] [S] [O],meja strategis . [A] [S] [O],[A] kamar [S] negative [O] kotor,[A] meja [S] positive [O] strategis,"[[508, 32, 60, 595, 15554, 508, 50, 60, 8225, 508, 46, 60, 595, 9887]]","[[508, 32, 60, 752, 5580, 508, 50, 60, 6785, 508, 46, 60, 5275, 285]]"
kamar kotor . [S] [A] [O],meja strategis . [S] [A] [O],[S] negative [A] kamar [O] kotor,[S] positive [A] meja [O] strategis,"[[508, 50, 60, 8225, 508, 32, 60, 595, 15554, 508, 46, 60, 595, 9887]]","[[508, 50, 60, 6785, 508, 32, 60, 752, 5580, 508, 46, 60, 5275, 285]]"
kamar kotor . [O] [A] [S],meja strategis . [O] [A] [S],[O] kotor [A] kamar [S] negative,[O] strategis [A] meja [S] positive,"[[508, 46, 60, 595, 9887, 508, 32, 60, 595, 15554, 508, 50, 60, 8225]]","[[508, 46, 60, 5275, 285, 508, 32, 60, 752, 5580, 508, 50, 60, 6785]]"
kamar kotor . [O] [S] [A],meja strategis . [O] [S] [A],[O] kotor [S] negative [A] kamar,[O] strategis [S] positive [A] meja,"[[508, 46, 60, 595, 9887, 508, 50, 60, 8225, 508, 32, 60, 595, 15554]]","[[508, 46, 60, 5275, 285, 508, 50, 60, 6785, 508, 32, 60, 752, 5580]]"
"lokasi bagus , dekat stasiun mangga besar . [A] [O] [S]","kertas panas , dekat stasiun mangga besar . [A] [O] [S]",[A] lokasi [O] bagus [S] positive,[A] kertas [O] panas [S] negative,"[[508, 32, 60, 40283, 10215, 508, 46, 60, 8968, 355, 508, 50, 60, 6785]]","[[508, 32, 60, 595, 52430, 508, 46, 60, 7215, 300, 508, 50, 60, 8225]]"
"lokasi bagus , dekat stasiun mangga besar . [A] [S] [O]","kertas panas , dekat stasiun mangga besar . [A] [S] [O]",[A] lokasi [S] positive [O] bagus,[A] kertas [S] negative [O] panas,"[[508, 32, 60, 40283, 10215, 508, 50, 60, 6785, 508, 46, 60, 8968, 355]]","[[508, 32, 60, 595, 52430, 508, 50, 60, 8225, 508, 46, 60, 7215, 300]]"
"lokasi bagus , dekat stasiun mangga besar . [S] [A] [O]","kertas panas , dekat stasiun mangga besar . [S] [A] [O]",[S] positive [A] lokasi [O] bagus,[S] negative [A] kertas [O] panas,"[[508, 50, 60, 6785, 508, 32, 60, 40283, 10215, 508, 46, 60, 8968, 355]]","[[508, 50, 60, 8225, 508, 32, 60, 595, 52430, 508, 46, 60, 7215, 300]]"
"lokasi bagus , dekat stasiun mangga besar . [O] [A] [S]","kertas panas , dekat stasiun mangga besar . [O] [A] [S]",[O] bagus [A] lokasi [S] positive,[O] panas [A] kertas [S] negative,"[[508, 46, 60, 8968, 355, 508, 32, 60, 40283, 10215, 508, 50, 60, 6785]]","[[508, 46, 60, 7215, 300, 508, 32, 60, 595, 52430, 508, 50, 60, 8225]]"
"lokasi bagus , dekat stasiun mangga besar . [O] [S] [A]","kertas panas , dekat stasiun mangga besar . [O] [S] [A]",[O] bagus [S] positive [A] lokasi,[O] panas [S] negative [A] kertas,"[[508, 46, 60, 8968, 355, 508, 50, 60, 6785, 508, 32, 60, 40283, 10215]]","[[508, 46, 60, 7215, 300, 508, 50, 60, 8225, 508, 32, 60, 595, 52430]]"
pelayanan baik selama 24jam . [A] [O] [S],gelasnya keras selama 24jam . [A] [O] [S],[A] pelayanan [O] baik [S] positive,[A] gelasnya [O] keras [S] negative,"[[508, 32, 60, 281, 6895, 28618, 508, 46, 60, 79187, 508, 50, 60, 6785]]","[[508, 32, 60, 17837, 300, 22891, 508, 46, 60, 25689, 508, 50, 60, 8225]]"
pelayanan baik selama 24jam . [A] [S] [O],gelasnya keras selama 24jam . [A] [S] [O],[A] pelayanan [S] positive [O] baik,[A] gelasnya [S] negative [O] keras,"[[508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785, 508, 46, 60, 79187]]","[[508, 32, 60, 17837, 300, 22891, 508, 50, 60, 8225, 508, 46, 60, 25689]]"
pelayanan baik selama 24jam . [S] [A] [O],gelasnya keras selama 24jam . [S] [A] [O],[S] positive [A] pelayanan [O] baik,[S] negative [A] gelasnya [O] keras,"[[508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618, 508, 46, 60, 79187]]","[[508, 50, 60, 8225, 508, 32, 60, 17837, 300, 22891, 508, 46, 60, 25689]]"
pelayanan baik selama 24jam . [O] [A] [S],gelasnya keras selama 24jam . [O] [A] [S],[O] baik [A] pelayanan [S] positive,[O] keras [A] gelasnya [S] negative,"[[508, 46, 60, 79187, 508, 32, 60, 281, 6895, 28618, 508, 50, 60, 6785]]","[[508, 46, 60, 25689, 508, 32, 60, 17837, 300, 22891, 508, 50, 60, 8225]]"
pelayanan baik selama 24jam . [O] [S] [A],gelasnya keras selama 24jam . [O] [S] [A],[O] baik [S] positive [A] pelayanan,[O] keras [S] negative [A] gelasnya,"[[508, 46, 60, 79187, 508, 50, 60, 6785, 508, 32, 60, 281, 6895, 28618]]","[[508, 46, 60, 25689, 508, 50, 60, 8225, 508, 32, 60, 17837, 300, 22891]]"
kasurnya keras : ( . [A] [O] [S],anginnya baik : ( . [A] [O] [S],[A] kasurnya [O] keras [S] negative,[A] tempatnya [O] baik [S] positive,"[[508, 32, 60, 47656, 399, 7755, 508, 46, 60, 25689, 508, 50, 60, 8225]]","[[508, 32, 60, 2730, 266, 22891, 508, 46, 60, 79187, 508, 50, 60, 6785]]"
kasurnya keras : ( . [A] [S] [O],anginnya baik : ( . [A] [S] [O],[A] kasurnya [S] negative [O] keras,[A] tempatnya [S] positive [O] baik,"[[508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225, 508, 46, 60, 25689]]","[[508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785, 508, 46, 60, 79187]]"
kasurnya keras : ( . [S] [A] [O],anginnya baik : ( . [S] [A] [O],[S] negative [A] kasurnya [O] keras,[S] positive [A] tempatnya [O] baik,"[[508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755, 508, 46, 60, 25689]]","[[508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891, 508, 46, 60, 79187]]"
kasurnya keras : ( . [O] [A] [S],anginnya baik : ( . [O] [A] [S],[O] keras [A] kasurnya [S] negative,[O] baik [A] tempatnya [S] positive,"[[508, 46, 60, 25689, 508, 32, 60, 47656, 399, 7755, 508, 50, 60, 8225]]","[[508, 46, 60, 79187, 508, 32, 60, 2730, 266, 22891, 508, 50, 60, 6785]]"
kasurnya keras : ( . [O] [S] [A],anginnya baik : ( . [O] [S] [A],[O] keras [S] negative [A] kasurnya,[O] baik [S] positive [A] tempatnya,"[[508, 46, 60, 25689, 508, 50, 60, 8225, 508, 32, 60, 47656, 399, 7755]]","[[508, 46, 60, 79187, 508, 50, 60, 6785, 508, 32, 60, 2730, 266, 22891]]"
penjaganya kurang ramah . [A] [O] [S],pelajaran kimia sangat terjaga . [A] [O] [S],[A] penjaganya [O] kurang ramah [S] negative,[A] pelajaran kimia [O] sangat terjaga [S] positive,"[[508, 32, 60, 5750, 73, 351, 24074, 508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225]]","[[508, 32, 60, 11814, 84033, 55784, 685, 508, 46, 60, 70464, 1982, 73, 12466, 508, 50, 60, 6785]]"
penjaganya kurang ramah . [A] [S] [O],pelajaran kimia sangat terjaga . [A] [S] [O],[A] penjaganya [S] negative [O] kurang ramah,[A] pelajaran kimia [S] positive [O] sangat terjaga,"[[508, 32, 60, 5750, 73, 351, 24074, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 32, 60, 11814, 84033, 55784, 685, 508, 50, 60, 6785, 508, 46, 60, 70464, 1982, 73, 12466]]"
penjaganya kurang ramah . [S] [A] [O],pelajaran kimia sangat terjaga . [S] [A] [O],[S] negative [A] penjaganya [O] kurang ramah,[S] positive [A] pelajaran kimia [O] sangat terjaga,"[[508, 50, 60, 8225, 508, 32, 60, 5750, 73, 351, 24074, 508, 46, 60, 27265, 524, 17823, 1466]]","[[508, 50, 60, 6785, 508, 32, 60, 11814, 84033, 55784, 685, 508, 46, 60, 70464, 1982, 73, 12466]]"
penjaganya kurang ramah . [O] [A] [S],pelajaran kimia sangat terjaga . [O] [A] [S],[O] kurang ramah [A] penjaganya [S] negative,[O] sangat terjaga [A] pelajaran kimia [S] positive,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 32, 60, 5750, 73, 351, 24074, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 1982, 73, 12466, 508, 32, 60, 11814, 84033, 55784, 685, 508, 50, 60, 6785]]"
penjaganya kurang ramah . [O] [S] [A],pelajaran kimia sangat terjaga . [O] [S] [A],[O] kurang ramah [S] negative [A] penjaganya,[O] sangat terjaga [S] positive [A] pelajaran kimia,"[[508, 46, 60, 27265, 524, 17823, 1466, 508, 50, 60, 8225, 508, 32, 60, 5750, 73, 351, 24074]]","[[508, 46, 60, 70464, 1982, 73, 12466, 508, 50, 60, 6785, 508, 32, 60, 11814, 84033, 55784, 685]]"
menu breakfast kurang lengkap . [A] [O] [S],angin cukup strategis . [A] [O] [S],[A] menu breakfast [O] kurang lengkap [S] negative,[A] angin [O] cukup strategis [S] positive,"[[508, 32, 60, 5022, 17496, 508, 46, 60, 27265, 524, 47794, 38834, 508, 50, 60, 8225]]","[[508, 32, 60, 6454, 258, 508, 46, 60, 92743, 454, 5275, 285, 508, 50, 60, 6785]]"
menu breakfast kurang lengkap . [A] [S] [O],angin cukup strategis . [A] [S] [O],[A] menu breakfast [S] negative [O] kurang lengkap,[A] angin [S] positive [O] cukup strategis,"[[508, 32, 60, 5022, 17496, 508, 50, 60, 8225, 508, 46, 60, 27265, 524, 47794, 38834]]","[[508, 32, 60, 6454, 258, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 5275, 285]]"
menu breakfast kurang lengkap . [S] [A] [O],angin cukup strategis . [S] [A] [O],[S] negative [A] menu breakfast [O] kurang lengkap,[S] positive [A] angin [O] cukup strategis,"[[508, 50, 60, 8225, 508, 32, 60, 5022, 17496, 508, 46, 60, 27265, 524, 47794, 38834]]","[[508, 50, 60, 6785, 508, 32, 60, 6454, 258, 508, 46, 60, 92743, 454, 5275, 285]]"
menu breakfast kurang lengkap . [O] [A] [S],angin cukup strategis . [O] [A] [S],[O] kurang lengkap [A] menu breakfast [S] negative,[O] cukup strategis [A] angin [S] positive,"[[508, 46, 60, 27265, 524, 47794, 38834, 508, 32, 60, 5022, 17496, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 5275, 285, 508, 32, 60, 6454, 258, 508, 50, 60, 6785]]"
menu breakfast kurang lengkap . [O] [S] [A],angin cukup strategis . [O] [S] [A],[O] kurang lengkap [S] negative [A] menu breakfast,[O] cukup strategis [S] positive [A] angin,"[[508, 46, 60, 27265, 524, 47794, 38834, 508, 50, 60, 8225, 508, 32, 60, 5022, 17496]]","[[508, 46, 60, 92743, 454, 5275, 285, 508, 50, 60, 6785, 508, 32, 60, 6454, 258]]"
wifi tidak hidup nya . [A] [O] [S],hp sangat dingin nya . [A] [O] [S],[A] wifi [O] tidak hidup [S] negative,[A] hp [O] sangat dingin [S] positive,"[[508, 32, 60, 33417, 508, 46, 60, 27281, 30794, 454, 508, 50, 60, 8225]]","[[508, 32, 60, 20630, 508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785]]"
wifi tidak hidup nya . [A] [S] [O],hp sangat dingin nya . [A] [S] [O],[A] wifi [S] negative [O] tidak hidup,[A] hp [S] positive [O] sangat dingin,"[[508, 32, 60, 33417, 508, 50, 60, 8225, 508, 46, 60, 27281, 30794, 454]]","[[508, 32, 60, 20630, 508, 50, 60, 6785, 508, 46, 60, 70464, 66442, 258]]"
wifi tidak hidup nya . [S] [A] [O],hp sangat dingin nya . [S] [A] [O],[S] negative [A] wifi [O] tidak hidup,[S] positive [A] hp [O] sangat dingin,"[[508, 50, 60, 8225, 508, 32, 60, 33417, 508, 46, 60, 27281, 30794, 454]]","[[508, 50, 60, 6785, 508, 32, 60, 20630, 508, 46, 60, 70464, 66442, 258]]"
wifi tidak hidup nya . [O] [A] [S],hp sangat dingin nya . [O] [A] [S],[O] tidak hidup [A] wifi [S] negative,[O] sangat dingin [A] hp [S] positive,"[[508, 46, 60, 27281, 30794, 454, 508, 32, 60, 33417, 508, 50, 60, 8225]]","[[508, 46, 60, 70464, 66442, 258, 508, 32, 60, 20630, 508, 50, 60, 6785]]"
wifi tidak hidup nya . [O] [S] [A],hp sangat dingin nya . [O] [S] [A],[O] tidak hidup [S] negative [A] wifi,[O] sangat dingin [S] positive [A] hp,"[[508, 46, 60, 27281, 30794, 454, 508, 50, 60, 8225, 508, 32, 60, 33417]]","[[508, 46, 60, 70464, 66442, 258, 508, 50, 60, 6785, 508, 32, 60, 20630]]"
kamarnya kecil banget . [A] [O] [S],astronomi nya cukup tenang . [A] [O] [S],[A] kamarnya [O] kecil banget [S] negative,[A] astronomi nya [O] cukup tenang [S] positive,"[[508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 1962, 81023, 8943, 455, 508, 50, 60, 8225]]","[[508, 32, 60, 45282, 72, 75189, 508, 46, 60, 92743, 454, 5779, 524, 508, 50, 60, 6785]]"
kamarnya kecil banget . [A] [S] [O],astronomi nya cukup tenang . [A] [S] [O],[A] kamarnya [S] negative [O] kecil banget,[A] astronomi nya [S] positive [O] cukup tenang,"[[508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225, 508, 46, 60, 1962, 81023, 8943, 455]]","[[508, 32, 60, 45282, 72, 75189, 508, 50, 60, 6785, 508, 46, 60, 92743, 454, 5779, 524]]"
kamarnya kecil banget . [S] [A] [O],astronomi nya cukup tenang . [S] [A] [O],[S] negative [A] kamarnya [O] kecil banget,[S] positive [A] astronomi nya [O] cukup tenang,"[[508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755, 508, 46, 60, 1962, 81023, 8943, 455]]","[[508, 50, 60, 6785, 508, 32, 60, 45282, 72, 75189, 508, 46, 60, 92743, 454, 5779, 524]]"
kamarnya kecil banget . [O] [A] [S],astronomi nya cukup tenang . [O] [A] [S],[O] kecil banget [A] kamarnya [S] negative,[O] cukup tenang [A] astronomi nya [S] positive,"[[508, 46, 60, 1962, 81023, 8943, 455, 508, 32, 60, 33661, 1885, 7755, 508, 50, 60, 8225]]","[[508, 46, 60, 92743, 454, 5779, 524, 508, 32, 60, 45282, 72, 75189, 508, 50, 60, 6785]]"
kamarnya kecil banget . [O] [S] [A],astronomi nya cukup tenang . [O] [S] [A],[O] kecil banget [S] negative [A] kamarnya,[O] cukup tenang [S] positive [A] astronomi nya,"[[508, 46, 60, 1962, 81023, 8943, 455, 508, 50, 60, 8225, 508, 32, 60, 33661, 1885, 7755]]","[[508, 46, 60, 92743, 454, 5779, 524, 508, 50, 60, 6785, 508, 32, 60, 45282, 72, 75189]]"
secara keseluruhan sangat memuaskan . [A] [O] [S],sabun cuci nya menyedihkan . [A] [O] [S],[A] secara keseluruhan [O] sangat memuaskan [S] positive,[A] sabun cuci nya [O] menyedihkan [S] negative,"[[508, 32, 60, 72327, 50977, 301, 20915, 9917, 508, 46, 60, 70464, 1833, 84, 78351, 508, 50, 60, 6785]]","[[508, 32, 60, 19408, 359, 272, 42409, 75189, 508, 46, 60, 54425, 291, 6996, 8656, 508, 50, 60, 8225]]"
secara keseluruhan sangat memuaskan . [A] [S] [O],sabun cuci nya menyedihkan . [A] [S] [O],[A] secara keseluruhan [S] positive [O] sangat memuaskan,[A] sabun cuci nya [S] negative [O] menyedihkan,"[[508, 32, 60, 72327, 50977, 301, 20915, 9917, 508, 50, 60, 6785, 508, 46, 60, 70464, 1833, 84, 78351]]","[[508, 32, 60, 19408, 359, 272, 42409, 75189, 508, 50, 60, 8225, 508, 46, 60, 54425, 291, 6996, 8656]]"
secara keseluruhan sangat memuaskan . [S] [A] [O],sabun cuci nya menyedihkan . [S] [A] [O],[S] positive [A] secara keseluruhan [O] sangat memuaskan,[S] negative [A] sabun cuci nya [O] menyedihkan,"[[508, 50, 60, 6785, 508, 32, 60, 72327, 50977, 301, 20915, 9917, 508, 46, 60, 70464, 1833, 84, 78351]]","[[508, 50, 60, 8225, 508, 32, 60, 19408, 359, 272, 42409, 75189, 508, 46, 60, 54425, 291, 6996, 8656]]"
secara keseluruhan sangat memuaskan . [O] [A] [S],sabun cuci nya menyedihkan . [O] [A] [S],[O] sangat memuaskan [A] secara keseluruhan [S] positive,[O] menyedihkan [A] sabun cuci nya [S] negative,"[[508, 46, 60, 70464, 1833, 84, 78351, 508, 32, 60, 72327, 50977, 301, 20915, 9917, 508, 50, 60, 6785]]","[[508, 46, 60, 54425, 291, 6996, 8656, 508, 32, 60, 19408, 359, 272, 42409, 75189, 508, 50, 60, 8225]]"
secara keseluruhan sangat memuaskan . [O] [S] [A],sabun cuci nya menyedihkan . [O] [S] [A],[O] sangat memuaskan [S] positive [A] secara keseluruhan,[O] menyedihkan [S] negative [A] sabun cuci nya,"[[508, 46, 60, 70464, 1833, 84, 78351, 508, 50, 60, 6785, 508, 32, 60, 72327, 50977, 301, 20915, 9917]]","[[508, 46, 60, 54425, 291, 6996, 8656, 508, 50, 60, 8225, 508, 32, 60, 19408, 359, 272, 42409, 75189]]"
