order,original_sentence,original_triplet,original_label_variant,counterfact4_replaced,counterfact_triplet4_replaced,counterfact_label_variant,is_match
OSA,kamar kotor .,"[('kamar', 'kotor', 'negative')]",[O] kotor [S] negative [A] kamar,lokasi strategis .,"[('lokasi', 'strategis', 'positive')]",[O] strategis [S] positive [A] lokasi,True
AOS,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[A] lokasi [O] bagus [S] positive,"bangunan rusak , dekat stasiun mangga besar .","[('bangunan', 'rusak', 'negative')]",[A] bangunan [O] rusak [S] negative,True
ASO,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[A] lokasi [S] positive [O] bagus,"bangunan rusak , dekat stasiun mangga besar .","[('bangunan', 'rusak', 'negative')]",[A] bangunan [S] negative [O] rusak,True
SAO,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[S] positive [A] lokasi [O] bagus,"bangunan rusak , dekat stasiun mangga besar .","[('bangunan', 'rusak', 'negative')]",[S] negative [A] bangunan [O] rusak,True
OAS,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[O] bagus [A] lokasi [S] positive,"bangunan rusak , dekat stasiun mangga besar .","[('bangunan', 'rusak', 'negative')]",[O] rusak [A] bangunan [S] negative,True
OSA,"lokasi bagus , dekat stasiun mangga besar .","[('lokasi', 'bagus', 'positive')]",[O] bagus [S] positive [A] lokasi,"bangunan rusak , dekat stasiun mangga besar .","[('bangunan', 'rusak', 'negative')]",[O] rusak [S] negative [A] bangunan,True
AOS,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('tempat', 'enak', 'positive')]",[A] tempat [O] enak [S] positive,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('kamar', 'pengap', 'negative')]",[A] kamar [O] pengap [S] negative,True
ASO,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('tempat', 'enak', 'positive')]",[A] tempat [S] positive [O] enak,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('kamar', 'pengap', 'negative')]",[A] kamar [S] negative [O] pengap,True
SAO,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('tempat', 'enak', 'positive')]",[S] positive [A] tempat [O] enak,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('kamar', 'pengap', 'negative')]",[S] negative [A] kamar [O] pengap,True
OAS,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('tempat', 'enak', 'positive')]",[O] enak [A] tempat [S] positive,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('kamar', 'pengap', 'negative')]",[O] pengap [A] kamar [S] negative,True
OSA,"tempat enak buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('tempat', 'enak', 'positive')]",[O] enak [S] positive [A] tempat,"kamar pengap buat persinggahan . dekat dengan bandara , bisa pesan antar .","[('kamar', 'pengap', 'negative')]",[O] pengap [S] negative [A] kamar,True
AOS,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [O] baik [S] positive,makanan keras selama 24jam .,"[('makanan', 'keras', 'negative')]",[A] makanan [O] keras [S] negative,True
ASO,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[A] pelayanan [S] positive [O] baik,makanan keras selama 24jam .,"[('makanan', 'keras', 'negative')]",[A] makanan [S] negative [O] keras,True
SAO,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[S] positive [A] pelayanan [O] baik,makanan keras selama 24jam .,"[('makanan', 'keras', 'negative')]",[S] negative [A] makanan [O] keras,True
OAS,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[O] baik [A] pelayanan [S] positive,makanan keras selama 24jam .,"[('makanan', 'keras', 'negative')]",[O] keras [A] makanan [S] negative,True
OSA,pelayanan baik selama 24jam .,"[('pelayanan', 'baik', 'positive')]",[O] baik [S] positive [A] pelayanan,makanan keras selama 24jam .,"[('makanan', 'keras', 'negative')]",[O] keras [S] negative [A] makanan,True
AOS,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[A] kasurnya [O] keras [S] negative,tempatnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[A] tempatnya [O] baik [S] positive,True
ASO,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[A] kasurnya [S] negative [O] keras,tempatnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[A] tempatnya [S] positive [O] baik,True
SAO,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[S] negative [A] kasurnya [O] keras,tempatnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[S] positive [A] tempatnya [O] baik,True
OAS,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[O] keras [A] kasurnya [S] negative,tempatnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[O] baik [A] tempatnya [S] positive,True
OSA,kasurnya keras : ( .,"[('kasurnya', 'keras', 'negative')]",[O] keras [S] negative [A] kasurnya,tempatnya baik : ( .,"[('tempatnya', 'baik', 'positive')]",[O] baik [S] positive [A] tempatnya,True
AOS,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[A] penjaganya [O] kurang ramah [S] negative,kebersihan hotel sangat terjaga .,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[A] kebersihan hotel [O] sangat terjaga [S] positive,True
ASO,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[A] penjaganya [S] negative [O] kurang ramah,kebersihan hotel sangat terjaga .,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[A] kebersihan hotel [S] positive [O] sangat terjaga,True
SAO,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[S] negative [A] penjaganya [O] kurang ramah,kebersihan hotel sangat terjaga .,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[S] positive [A] kebersihan hotel [O] sangat terjaga,True
OAS,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[O] kurang ramah [A] penjaganya [S] negative,kebersihan hotel sangat terjaga .,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[O] sangat terjaga [A] kebersihan hotel [S] positive,True
OSA,penjaganya kurang ramah .,"[('penjaganya', 'kurang ramah', 'negative')]",[O] kurang ramah [S] negative [A] penjaganya,kebersihan hotel sangat terjaga .,"[('kebersihan hotel', 'sangat terjaga', 'positive')]",[O] sangat terjaga [S] positive [A] kebersihan hotel,True
AOS,menu breakfast kurang lengkap .,"[('menu breakfast', 'kurang lengkap', 'negative')]",[A] menu breakfast [O] kurang lengkap [S] negative,lokasi cukup strategis .,"[('lokasi', 'cukup strategis', 'positive')]",[A] lokasi [O] cukup strategis [S] positive,True
ASO,menu breakfast kurang lengkap .,"[('menu breakfast', 'kurang lengkap', 'negative')]",[A] menu breakfast [S] negative [O] kurang lengkap,lokasi cukup strategis .,"[('lokasi', 'cukup strategis', 'positive')]",[A] lokasi [S] positive [O] cukup strategis,True
SAO,menu breakfast kurang lengkap .,"[('menu breakfast', 'kurang lengkap', 'negative')]",[S] negative [A] menu breakfast [O] kurang lengkap,lokasi cukup strategis .,"[('lokasi', 'cukup strategis', 'positive')]",[S] positive [A] lokasi [O] cukup strategis,True
OAS,menu breakfast kurang lengkap .,"[('menu breakfast', 'kurang lengkap', 'negative')]",[O] kurang lengkap [A] menu breakfast [S] negative,lokasi cukup strategis .,"[('lokasi', 'cukup strategis', 'positive')]",[O] cukup strategis [A] lokasi [S] positive,True
OSA,menu breakfast kurang lengkap .,"[('menu breakfast', 'kurang lengkap', 'negative')]",[O] kurang lengkap [S] negative [A] menu breakfast,lokasi cukup strategis .,"[('lokasi', 'cukup strategis', 'positive')]",[O] cukup strategis [S] positive [A] lokasi,True
AOS,resepsionis kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",[A] resepsionis [O] kurang ramah [S] negative,pegawai tokonya baik dan lucu .,"[('pegawai tokonya', 'baik dan lucu', 'positive')]",[A] pegawai tokonya [O] baik dan lucu [S] positive,True
ASO,resepsionis kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",[A] resepsionis [S] negative [O] kurang ramah,pegawai tokonya baik dan lucu .,"[('pegawai tokonya', 'baik dan lucu', 'positive')]",[A] pegawai tokonya [S] positive [O] baik dan lucu,True
SAO,resepsionis kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",[S] negative [A] resepsionis [O] kurang ramah,pegawai tokonya baik dan lucu .,"[('pegawai tokonya', 'baik dan lucu', 'positive')]",[S] positive [A] pegawai tokonya [O] baik dan lucu,True
OAS,resepsionis kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",[O] kurang ramah [A] resepsionis [S] negative,pegawai tokonya baik dan lucu .,"[('pegawai tokonya', 'baik dan lucu', 'positive')]",[O] baik dan lucu [A] pegawai tokonya [S] positive,True
OSA,resepsionis kurang ramah .,"[('resepsionis', 'kurang ramah', 'negative')]",[O] kurang ramah [S] negative [A] resepsionis,pegawai tokonya baik dan lucu .,"[('pegawai tokonya', 'baik dan lucu', 'positive')]",[O] baik dan lucu [S] positive [A] pegawai tokonya,True
AOS,wifi tidak hidup nya .,"[('wifi', 'tidak hidup', 'negative')]",[A] wifi [O] tidak hidup [S] negative,ac sangat dingin nya .,"[('ac', 'sangat dingin', 'positive')]",[A] ac [O] sangat dingin [S] positive,True
ASO,wifi tidak hidup nya .,"[('wifi', 'tidak hidup', 'negative')]",[A] wifi [S] negative [O] tidak hidup,ac sangat dingin nya .,"[('ac', 'sangat dingin', 'positive')]",[A] ac [S] positive [O] sangat dingin,True
SAO,wifi tidak hidup nya .,"[('wifi', 'tidak hidup', 'negative')]",[S] negative [A] wifi [O] tidak hidup,ac sangat dingin nya .,"[('ac', 'sangat dingin', 'positive')]",[S] positive [A] ac [O] sangat dingin,True
OAS,wifi tidak hidup nya .,"[('wifi', 'tidak hidup', 'negative')]",[O] tidak hidup [A] wifi [S] negative,ac sangat dingin nya .,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [A] ac [S] positive,True
OSA,wifi tidak hidup nya .,"[('wifi', 'tidak hidup', 'negative')]",[O] tidak hidup [S] negative [A] wifi,ac sangat dingin nya .,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [S] positive [A] ac,True
AOS,lokasi oke . dekat dengan pusat kota .,"[('lokasi', 'oke', 'positive')]",[A] lokasi [O] oke [S] positive,parkiran sempit . dekat dengan pusat kota .,"[('parkiran', 'sempit', 'negative')]",[A] parkiran [O] sempit [S] negative,True
ASO,lokasi oke . dekat dengan pusat kota .,"[('lokasi', 'oke', 'positive')]",[A] lokasi [S] positive [O] oke,parkiran sempit . dekat dengan pusat kota .,"[('parkiran', 'sempit', 'negative')]",[A] parkiran [S] negative [O] sempit,True
SAO,lokasi oke . dekat dengan pusat kota .,"[('lokasi', 'oke', 'positive')]",[S] positive [A] lokasi [O] oke,parkiran sempit . dekat dengan pusat kota .,"[('parkiran', 'sempit', 'negative')]",[S] negative [A] parkiran [O] sempit,True
OAS,lokasi oke . dekat dengan pusat kota .,"[('lokasi', 'oke', 'positive')]",[O] oke [A] lokasi [S] positive,parkiran sempit . dekat dengan pusat kota .,"[('parkiran', 'sempit', 'negative')]",[O] sempit [A] parkiran [S] negative,True
OSA,lokasi oke . dekat dengan pusat kota .,"[('lokasi', 'oke', 'positive')]",[O] oke [S] positive [A] lokasi,parkiran sempit . dekat dengan pusat kota .,"[('parkiran', 'sempit', 'negative')]",[O] sempit [S] negative [A] parkiran,True
AOS,kamarnya kecil banget .,"[('kamarnya', 'kecil banget', 'negative')]",[A] kamarnya [O] kecil banget [S] negative,suasana nya cukup tenang .,"[('suasana nya', 'cukup tenang', 'positive')]",[A] suasana nya [O] cukup tenang [S] positive,True
ASO,kamarnya kecil banget .,"[('kamarnya', 'kecil banget', 'negative')]",[A] kamarnya [S] negative [O] kecil banget,suasana nya cukup tenang .,"[('suasana nya', 'cukup tenang', 'positive')]",[A] suasana nya [S] positive [O] cukup tenang,True
SAO,kamarnya kecil banget .,"[('kamarnya', 'kecil banget', 'negative')]",[S] negative [A] kamarnya [O] kecil banget,suasana nya cukup tenang .,"[('suasana nya', 'cukup tenang', 'positive')]",[S] positive [A] suasana nya [O] cukup tenang,True
OAS,kamarnya kecil banget .,"[('kamarnya', 'kecil banget', 'negative')]",[O] kecil banget [A] kamarnya [S] negative,suasana nya cukup tenang .,"[('suasana nya', 'cukup tenang', 'positive')]",[O] cukup tenang [A] suasana nya [S] positive,True
OSA,kamarnya kecil banget .,"[('kamarnya', 'kecil banget', 'negative')]",[O] kecil banget [S] negative [A] kamarnya,suasana nya cukup tenang .,"[('suasana nya', 'cukup tenang', 'positive')]",[O] cukup tenang [S] positive [A] suasana nya,True
AOS,secara keseluruhan sangat memuaskan .,"[('secara keseluruhan', 'sangat memuaskan', 'positive')]",[A] secara keseluruhan [O] sangat memuaskan [S] positive,suasana lingkungan menyedihkan .,"[('suasana lingkungan', 'menyedihkan', 'negative')]",[A] suasana lingkungan [O] menyedihkan [S] negative,True
ASO,secara keseluruhan sangat memuaskan .,"[('secara keseluruhan', 'sangat memuaskan', 'positive')]",[A] secara keseluruhan [S] positive [O] sangat memuaskan,suasana lingkungan menyedihkan .,"[('suasana lingkungan', 'menyedihkan', 'negative')]",[A] suasana lingkungan [S] negative [O] menyedihkan,True
SAO,secara keseluruhan sangat memuaskan .,"[('secara keseluruhan', 'sangat memuaskan', 'positive')]",[S] positive [A] secara keseluruhan [O] sangat memuaskan,suasana lingkungan menyedihkan .,"[('suasana lingkungan', 'menyedihkan', 'negative')]",[S] negative [A] suasana lingkungan [O] menyedihkan,True
OAS,secara keseluruhan sangat memuaskan .,"[('secara keseluruhan', 'sangat memuaskan', 'positive')]",[O] sangat memuaskan [A] secara keseluruhan [S] positive,suasana lingkungan menyedihkan .,"[('suasana lingkungan', 'menyedihkan', 'negative')]",[O] menyedihkan [A] suasana lingkungan [S] negative,True
OSA,secara keseluruhan sangat memuaskan .,"[('secara keseluruhan', 'sangat memuaskan', 'positive')]",[O] sangat memuaskan [S] positive [A] secara keseluruhan,suasana lingkungan menyedihkan .,"[('suasana lingkungan', 'menyedihkan', 'negative')]",[O] menyedihkan [S] negative [A] suasana lingkungan,True
AOS,untuk inap yang kemarin tempat tidur kurang bersih .,"[('tempat tidur', 'kurang bersih', 'negative')]",[A] tempat tidur [O] kurang bersih [S] negative,untuk inap yang kemarin kamar mandi cukup bersih .,"[('kamar mandi', 'cukup bersih', 'positive')]",[A] kamar mandi [O] cukup bersih [S] positive,True
ASO,untuk inap yang kemarin tempat tidur kurang bersih .,"[('tempat tidur', 'kurang bersih', 'negative')]",[A] tempat tidur [S] negative [O] kurang bersih,untuk inap yang kemarin kamar mandi cukup bersih .,"[('kamar mandi', 'cukup bersih', 'positive')]",[A] kamar mandi [S] positive [O] cukup bersih,True
SAO,untuk inap yang kemarin tempat tidur kurang bersih .,"[('tempat tidur', 'kurang bersih', 'negative')]",[S] negative [A] tempat tidur [O] kurang bersih,untuk inap yang kemarin kamar mandi cukup bersih .,"[('kamar mandi', 'cukup bersih', 'positive')]",[S] positive [A] kamar mandi [O] cukup bersih,True
OAS,untuk inap yang kemarin tempat tidur kurang bersih .,"[('tempat tidur', 'kurang bersih', 'negative')]",[O] kurang bersih [A] tempat tidur [S] negative,untuk inap yang kemarin kamar mandi cukup bersih .,"[('kamar mandi', 'cukup bersih', 'positive')]",[O] cukup bersih [A] kamar mandi [S] positive,True
OSA,untuk inap yang kemarin tempat tidur kurang bersih .,"[('tempat tidur', 'kurang bersih', 'negative')]",[O] kurang bersih [S] negative [A] tempat tidur,untuk inap yang kemarin kamar mandi cukup bersih .,"[('kamar mandi', 'cukup bersih', 'positive')]",[O] cukup bersih [S] positive [A] kamar mandi,True
AOS,"handuknya cuma satu , sementara kami berdua .","[('handuknya', 'cuma satu', 'negative')]",[A] handuknya [O] cuma satu [S] negative,"sandalnya lebih dari dua , sementara kami berdua .","[('sandalnya', 'lebih dari dua', 'positive')]",[A] sandalnya [O] lebih dari dua [S] positive,True
ASO,"handuknya cuma satu , sementara kami berdua .","[('handuknya', 'cuma satu', 'negative')]",[A] handuknya [S] negative [O] cuma satu,"sandalnya lebih dari dua , sementara kami berdua .","[('sandalnya', 'lebih dari dua', 'positive')]",[A] sandalnya [S] positive [O] lebih dari dua,True
SAO,"handuknya cuma satu , sementara kami berdua .","[('handuknya', 'cuma satu', 'negative')]",[S] negative [A] handuknya [O] cuma satu,"sandalnya lebih dari dua , sementara kami berdua .","[('sandalnya', 'lebih dari dua', 'positive')]",[S] positive [A] sandalnya [O] lebih dari dua,True
OAS,"handuknya cuma satu , sementara kami berdua .","[('handuknya', 'cuma satu', 'negative')]",[O] cuma satu [A] handuknya [S] negative,"sandalnya lebih dari dua , sementara kami berdua .","[('sandalnya', 'lebih dari dua', 'positive')]",[O] lebih dari dua [A] sandalnya [S] positive,True
OSA,"handuknya cuma satu , sementara kami berdua .","[('handuknya', 'cuma satu', 'negative')]",[O] cuma satu [S] negative [A] handuknya,"sandalnya lebih dari dua , sementara kami berdua .","[('sandalnya', 'lebih dari dua', 'positive')]",[O] lebih dari dua [S] positive [A] sandalnya,True
AOS,wifi kurang baik .,"[('wifi', 'kurang baik', 'negative')]",[A] wifi [O] kurang baik [S] negative,ac sangat dingin .,"[('ac', 'sangat dingin', 'positive')]",[A] ac [O] sangat dingin [S] positive,True
ASO,wifi kurang baik .,"[('wifi', 'kurang baik', 'negative')]",[A] wifi [S] negative [O] kurang baik,ac sangat dingin .,"[('ac', 'sangat dingin', 'positive')]",[A] ac [S] positive [O] sangat dingin,True
SAO,wifi kurang baik .,"[('wifi', 'kurang baik', 'negative')]",[S] negative [A] wifi [O] kurang baik,ac sangat dingin .,"[('ac', 'sangat dingin', 'positive')]",[S] positive [A] ac [O] sangat dingin,True
OAS,wifi kurang baik .,"[('wifi', 'kurang baik', 'negative')]",[O] kurang baik [A] wifi [S] negative,ac sangat dingin .,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [A] ac [S] positive,True
OSA,wifi kurang baik .,"[('wifi', 'kurang baik', 'negative')]",[O] kurang baik [S] negative [A] wifi,ac sangat dingin .,"[('ac', 'sangat dingin', 'positive')]",[O] sangat dingin [S] positive [A] ac,True
AOS,tempat tdr kurang nyaman .,"[('tempat tdr', 'kurang nyaman', 'negative')]",[A] tempat tdr [O] kurang nyaman [S] negative,sarapan pagi sangat lezat .,"[('sarapan pagi', 'sangat lezat', 'positive')]",[A] sarapan pagi [O] sangat lezat [S] positive,True
ASO,tempat tdr kurang nyaman .,"[('tempat tdr', 'kurang nyaman', 'negative')]",[A] tempat tdr [S] negative [O] kurang nyaman,sarapan pagi sangat lezat .,"[('sarapan pagi', 'sangat lezat', 'positive')]",[A] sarapan pagi [S] positive [O] sangat lezat,True
SAO,tempat tdr kurang nyaman .,"[('tempat tdr', 'kurang nyaman', 'negative')]",[S] negative [A] tempat tdr [O] kurang nyaman,sarapan pagi sangat lezat .,"[('sarapan pagi', 'sangat lezat', 'positive')]",[S] positive [A] sarapan pagi [O] sangat lezat,True
OAS,tempat tdr kurang nyaman .,"[('tempat tdr', 'kurang nyaman', 'negative')]",[O] kurang nyaman [A] tempat tdr [S] negative,sarapan pagi sangat lezat .,"[('sarapan pagi', 'sangat lezat', 'positive')]",[O] sangat lezat [A] sarapan pagi [S] positive,True
OSA,tempat tdr kurang nyaman .,"[('tempat tdr', 'kurang nyaman', 'negative')]",[O] kurang nyaman [S] negative [A] tempat tdr,sarapan pagi sangat lezat .,"[('sarapan pagi', 'sangat lezat', 'positive')]",[O] sangat lezat [S] positive [A] sarapan pagi,True
AOS,pelayanan bagus . terimakasih airy !,"[('pelayanan', 'bagus', 'positive')]",[A] pelayanan [O] bagus [S] positive,makanan buruk . terimakasih airy !,"[('makanan', 'buruk', 'negative')]",[A] makanan [O] buruk [S] negative,True
ASO,pelayanan bagus . terimakasih airy !,"[('pelayanan', 'bagus', 'positive')]",[A] pelayanan [S] positive [O] bagus,makanan buruk . terimakasih airy !,"[('makanan', 'buruk', 'negative')]",[A] makanan [S] negative [O] buruk,True
SAO,pelayanan bagus . terimakasih airy !,"[('pelayanan', 'bagus', 'positive')]",[S] positive [A] pelayanan [O] bagus,makanan buruk . terimakasih airy !,"[('makanan', 'buruk', 'negative')]",[S] negative [A] makanan [O] buruk,True
OAS,pelayanan bagus . terimakasih airy !,"[('pelayanan', 'bagus', 'positive')]",[O] bagus [A] pelayanan [S] positive,makanan buruk . terimakasih airy !,"[('makanan', 'buruk', 'negative')]",[O] buruk [A] makanan [S] negative,True
OSA,pelayanan bagus . terimakasih airy !,"[('pelayanan', 'bagus', 'positive')]",[O] bagus [S] positive [A] pelayanan,makanan buruk . terimakasih airy !,"[('makanan', 'buruk', 'negative')]",[O] buruk [S] negative [A] makanan,True
AOS,semua lengkap .,"[('semua', 'lengkap', 'positive')]",[A] semua [O] lengkap [S] positive,sauna buruk .,"[('sauna', 'buruk', 'negative')]",[A] sauna [O] buruk [S] negative,True
ASO,semua lengkap .,"[('semua', 'lengkap', 'positive')]",[A] semua [S] positive [O] lengkap,sauna buruk .,"[('sauna', 'buruk', 'negative')]",[A] sauna [S] negative [O] buruk,True
SAO,semua lengkap .,"[('semua', 'lengkap', 'positive')]",[S] positive [A] semua [O] lengkap,sauna buruk .,"[('sauna', 'buruk', 'negative')]",[S] negative [A] sauna [O] buruk,True
OAS,semua lengkap .,"[('semua', 'lengkap', 'positive')]",[O] lengkap [A] semua [S] positive,sauna buruk .,"[('sauna', 'buruk', 'negative')]",[O] buruk [A] sauna [S] negative,True
OSA,semua lengkap .,"[('semua', 'lengkap', 'positive')]",[O] lengkap [S] positive [A] semua,sauna buruk .,"[('sauna', 'buruk', 'negative')]",[O] buruk [S] negative [A] sauna,True
AOS,kamar sempit banget .,"[('kamar', 'sempit banget', 'negative')]",[A] kamar [O] sempit banget [S] negative,parkiran luas sekali .,"[('parkiran', 'luas sekali', 'positive')]",[A] parkiran [O] luas sekali [S] positive,True
ASO,kamar sempit banget .,"[('kamar', 'sempit banget', 'negative')]",[A] kamar [S] negative [O] sempit banget,parkiran luas sekali .,"[('parkiran', 'luas sekali', 'positive')]",[A] parkiran [S] positive [O] luas sekali,True
SAO,kamar sempit banget .,"[('kamar', 'sempit banget', 'negative')]",[S] negative [A] kamar [O] sempit banget,parkiran luas sekali .,"[('parkiran', 'luas sekali', 'positive')]",[S] positive [A] parkiran [O] luas sekali,True
OAS,kamar sempit banget .,"[('kamar', 'sempit banget', 'negative')]",[O] sempit banget [A] kamar [S] negative,parkiran luas sekali .,"[('parkiran', 'luas sekali', 'positive')]",[O] luas sekali [A] parkiran [S] positive,True
OSA,kamar sempit banget .,"[('kamar', 'sempit banget', 'negative')]",[O] sempit banget [S] negative [A] kamar,parkiran luas sekali .,"[('parkiran', 'luas sekali', 'positive')]",[O] luas sekali [S] positive [A] parkiran,True
AOS,kamar luas dekat stasiun balapan .,"[('kamar', 'luas', 'positive')]",[A] kamar [O] luas [S] positive,lampu rusak dekat stasiun balapan .,"[('lampu', 'rusak', 'negative')]",[A] lampu [O] rusak [S] negative,True
ASO,kamar luas dekat stasiun balapan .,"[('kamar', 'luas', 'positive')]",[A] kamar [S] positive [O] luas,lampu rusak dekat stasiun balapan .,"[('lampu', 'rusak', 'negative')]",[A] lampu [S] negative [O] rusak,True
SAO,kamar luas dekat stasiun balapan .,"[('kamar', 'luas', 'positive')]",[S] positive [A] kamar [O] luas,lampu rusak dekat stasiun balapan .,"[('lampu', 'rusak', 'negative')]",[S] negative [A] lampu [O] rusak,True
OAS,kamar luas dekat stasiun balapan .,"[('kamar', 'luas', 'positive')]",[O] luas [A] kamar [S] positive,lampu rusak dekat stasiun balapan .,"[('lampu', 'rusak', 'negative')]",[O] rusak [A] lampu [S] negative,True
OSA,kamar luas dekat stasiun balapan .,"[('kamar', 'luas', 'positive')]",[O] luas [S] positive [A] kamar,lampu rusak dekat stasiun balapan .,"[('lampu', 'rusak', 'negative')]",[O] rusak [S] negative [A] lampu,True
AOS,wastafel macet .,"[('wastafel', 'macet', 'negative')]",[A] wastafel [O] macet [S] negative,suasana nya buruk .,"[('suasana nya', 'buruk', 'negative')]",[A] suasana nya [O] buruk [S] negative,True
ASO,wastafel macet .,"[('wastafel', 'macet', 'negative')]",[A] wastafel [S] negative [O] macet,suasana nya buruk .,"[('suasana nya', 'buruk', 'negative')]",[A] suasana nya [S] negative [O] buruk,True
SAO,wastafel macet .,"[('wastafel', 'macet', 'negative')]",[S] negative [A] wastafel [O] macet,suasana nya buruk .,"[('suasana nya', 'buruk', 'negative')]",[S] negative [A] suasana nya [O] buruk,True
OAS,wastafel macet .,"[('wastafel', 'macet', 'negative')]",[O] macet [A] wastafel [S] negative,suasana nya buruk .,"[('suasana nya', 'buruk', 'negative')]",[O] buruk [A] suasana nya [S] negative,True
OSA,wastafel macet .,"[('wastafel', 'macet', 'negative')]",[O] macet [S] negative [A] wastafel,suasana nya buruk .,"[('suasana nya', 'buruk', 'negative')]",[O] buruk [S] negative [A] suasana nya,True
AOS,tetapi tidak disediakan air mineral di dalam kamar .,"[('air mineral', 'tidak disediakan', 'negative')]",[A] air mineral [O] tidak disediakan [S] negative,tetapi kasur terasa empuk di dalam kamar .,"[('kasur', 'terasa empuk', 'positive')]",[A] kasur [O] terasa empuk [S] positive,True
ASO,tetapi tidak disediakan air mineral di dalam kamar .,"[('air mineral', 'tidak disediakan', 'negative')]",[A] air mineral [S] negative [O] tidak disediakan,tetapi kasur terasa empuk di dalam kamar .,"[('kasur', 'terasa empuk', 'positive')]",[A] kasur [S] positive [O] terasa empuk,True
SAO,tetapi tidak disediakan air mineral di dalam kamar .,"[('air mineral', 'tidak disediakan', 'negative')]",[S] negative [A] air mineral [O] tidak disediakan,tetapi kasur terasa empuk di dalam kamar .,"[('kasur', 'terasa empuk', 'positive')]",[S] positive [A] kasur [O] terasa empuk,True
OAS,tetapi tidak disediakan air mineral di dalam kamar .,"[('air mineral', 'tidak disediakan', 'negative')]",[O] tidak disediakan [A] air mineral [S] negative,tetapi kasur terasa empuk di dalam kamar .,"[('kasur', 'terasa empuk', 'positive')]",[O] terasa empuk [A] kasur [S] positive,True
OSA,tetapi tidak disediakan air mineral di dalam kamar .,"[('air mineral', 'tidak disediakan', 'negative')]",[O] tidak disediakan [S] negative [A] air mineral,tetapi kasur terasa empuk di dalam kamar .,"[('kasur', 'terasa empuk', 'positive')]",[O] terasa empuk [S] positive [A] kasur,True
AOS,pelayanan resepsionis cepat .,"[('pelayanan resepsionis', 'cepat', 'positive')]",[A] pelayanan resepsionis [O] cepat [S] positive,suara kendaraan di luar bising .,"[('suara kendaraan di luar', 'bising', 'negative')]",[A] suara kendaraan di luar [O] bising [S] negative,True
ASO,pelayanan resepsionis cepat .,"[('pelayanan resepsionis', 'cepat', 'positive')]",[A] pelayanan resepsionis [S] positive [O] cepat,suara kendaraan di luar bising .,"[('suara kendaraan di luar', 'bising', 'negative')]",[A] suara kendaraan di luar [S] negative [O] bising,True
SAO,pelayanan resepsionis cepat .,"[('pelayanan resepsionis', 'cepat', 'positive')]",[S] positive [A] pelayanan resepsionis [O] cepat,suara kendaraan di luar bising .,"[('suara kendaraan di luar', 'bising', 'negative')]",[S] negative [A] suara kendaraan di luar [O] bising,True
